,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
77,139,مسٹر,Urdu,PART,34,yes,5.821,3.588,-0.7313,0.6748,0.7679,0.1517,1,1,1,1,Mr
139,275,حکومت,Urdu,NOUN,36,yes,2.1194,-3.0258,0.8737,0.5408,0.5332,0.2091,3,2,2,2,Government
240,582,سک,Urdu,AUX,37,yes,-2.0124,0.1125,1.6062,0.3912,0.6446,0.2354,5,4,3,2,Suk
183,361,و,Urdu,CCONJ,38,yes,6.0403,2.4106,-0.5698,0.6827,0.7261,0.1575,1,1,1,1,And
97,192,بتا,Urdu,VERB,39,yes,4.4002,-4.0296,2.02,0.6233,0.4976,0.2502,3,2,2,2,tell me
45,87,آ,Urdu,VERB,40,yes,6.3991,-5.2175,3.9272,0.6957,0.4554,0.3184,3,2,2,2,come on
94,179,لئے,Urdu,ADP,42,yes,2.1955,-1.1712,-0.2328,0.5435,0.599,0.1695,3,2,2,2,for
292,769,حاصل,Urdu,NOUN,43,yes,-8.6226,1.8303,2.1333,0.1519,0.7055,0.2542,5,4,3,2,get
252,608,پولیس,Urdu,NOUN,44,yes,1.3249,-2.9061,0.1673,0.512,0.5374,0.1839,3,2,2,2,The police
174,336,رہ,Urdu,VERB,45,yes,5.9161,-5.1561,3.8421,0.6782,0.4576,0.3154,3,2,2,2,stay
120,230,رہ,Urdu,VERB,45,yes,-2.3495,0.1007,1.7746,0.379,0.6441,0.2414,5,4,3,2,stay
144,281,ہی,Urdu,PART,46,yes,3.7416,-1.4383,0.3814,0.5995,0.5895,0.1915,3,2,2,2,He
28,54,تک,Urdu,ADP,47,yes,7.4205,3.2346,0.0657,0.7327,0.7554,0.1802,1,1,1,1,up to
221,503,بات,Urdu,NOUN,48,yes,1.6899,-3.0747,0.7838,0.5252,0.5314,0.2059,3,2,2,2,thing
22,45,خلاف,Urdu,ADP,49,yes,1.8008,-0.2814,-0.1489,0.5292,0.6306,0.1725,3,2,2,2,against
163,313,بی,Urdu,PROPN,50,yes,2.0973,-1.9698,-2.6045,0.54,0.5707,0.0847,5,4,3,2,B
130,251,کانگریس,Urdu,PROPN,51,yes,1.653,-2.2866,0.0362,0.5239,0.5594,0.1792,3,2,2,2,Congress
128,249,ایس,Urdu,PROPN,52,yes,1.1168,-1.22,0.1769,0.5045,0.5973,0.1842,3,2,2,2,S
160,307,جانب,Urdu,ADP,53,yes,4.7034,2.3399,1.0465,0.6343,0.7236,0.2153,1,1,1,1,to the side
188,378,رکھ,Urdu,VERB,54,yes,5.1151,-4.3827,3.9967,0.6492,0.485,0.3209,3,2,2,2,keep
315,861,بنا,Urdu,VERB,57,yes,5.3283,-4.7273,3.3765,0.6569,0.4728,0.2987,3,2,2,2,made
164,314,سی,Urdu,PROPN,58,yes,3.7723,-1.5141,-1.8261,0.6006,0.5868,0.1125,5,4,3,2,C
7,16,اجلاس,Urdu,NOUN,59,yes,2.3764,-2.7317,0.2517,0.5501,0.5436,0.1869,3,2,2,2,The meeting
121,234,آج,Urdu,NOUN,60,yes,-1.8212,-1.3952,-0.0562,0.3981,0.5911,0.1759,5,4,3,2,today
112,220,عہدیدار,Urdu,NOUN,61,yes,2.3885,-2.8703,0.8272,0.5505,0.5387,0.2075,3,2,2,2,official
124,242,دو,Urdu,NUM,62,yes,1.3087,-1.1561,0.0816,0.5114,0.5995,0.1808,3,2,2,2,give
67,121,رکن,Urdu,NOUN,63,yes,2.5299,-2.9415,1.288,0.5556,0.5362,0.224,3,2,2,2,member
231,555,وہ,Urdu,DET,64,yes,5.2129,4.2296,0.9963,0.6527,0.7907,0.2135,1,1,1,1,They
195,406,وہ,Urdu,DET,64,yes,1.7572,-2.514,2.0406,0.5276,0.5513,0.2509,3,2,2,2,They
27,53,اب,Urdu,PRON,65,yes,-1.5038,-0.9845,1.2128,0.4096,0.6056,0.2213,5,4,3,2,now
197,410,گا,Urdu,AUX,66,yes,-4.0872,0.7343,1.6643,0.3161,0.6666,0.2374,5,4,3,2,will
377,1106,نہ,Urdu,PART,68,yes,-3.5479,-0.3051,0.7158,0.3356,0.6297,0.2035,5,4,3,2,No
92,177,مسئلہ,Urdu,NOUN,69,yes,1.8579,-2.61,0.9022,0.5313,0.5479,0.2102,3,2,2,2,Issue
88,166,قائد,Urdu,NOUN,70,yes,2.2871,-3.4021,0.4412,0.5468,0.5198,0.1937,3,2,2,2,Leader
448,1490,فرد,Urdu,NOUN,71,yes,2.8235,-3.5523,-0.8693,0.5662,0.5145,0.1468,3,2,2,2,The individual
137,271,ساتھ,Urdu,ADP,72,yes,5.3205,3.1135,1.0588,0.6566,0.7511,0.2158,1,1,1,1,With
50,92,لیکن,Urdu,CCONJ,73,yes,-2.5722,-0.632,0.5243,0.3709,0.6181,0.1966,5,4,3,2,But
24,50,لے,Urdu,VERB,74,yes,3.8889,-3.1391,2.5712,0.6048,0.5292,0.2699,3,2,2,2,take
206,453,لے,Urdu,VERB,74,yes,-6.8066,0.9291,0.1281,0.2176,0.6735,0.1825,5,4,3,2,take
117,226,انتخاب,Urdu,NOUN,75,yes,1.0864,-2.8204,0.2644,0.5034,0.5405,0.1873,3,2,2,2,Choice
87,162,شامل,Urdu,ADJ,76,yes,-0.4698,-0.765,0.5351,0.447,0.6134,0.197,5,4,3,2,involved in
78,141,ریڈی,Urdu,PROPN,78,yes,4.308,-4.3842,0.712,0.62,0.485,0.2034,5,4,3,2,Ready
41,80,قانون,Urdu,NOUN,80,yes,2.0553,-3.1759,-0.2292,0.5384,0.5279,0.1697,3,2,2,2,Law
165,315,آئی,Urdu,PROPN,81,yes,1.2502,-1.6588,-0.5364,0.5093,0.5817,0.1587,3,2,2,2,came
200,423,کام,Urdu,NOUN,82,yes,0.6813,-2.2916,-0.3092,0.4887,0.5592,0.1668,3,2,2,2,the work
295,777,جبکہ,Urdu,CCONJ,83,yes,-2.7695,-0.8158,0.1589,0.3638,0.6116,0.1836,5,4,3,2,While
233,564,ملک,Urdu,NOUN,84,yes,1.3127,-2.2857,-0.2232,0.5116,0.5595,0.1699,3,2,2,2,Country
207,465,مےں,Urdu,PRON,85,yes,0.2704,-1.5213,-0.3406,0.4738,0.5866,0.1657,5,4,3,2,i
9,18,مےں,Urdu,PRON,85,yes,5.6129,-3.0057,3.9512,0.6672,0.5339,0.3193,3,2,2,2,i
30,60,محمد,Urdu,PROPN,86,yes,0.5365,0.3109,-2.7306,0.4835,0.6516,0.0802,5,4,3,2,Muhammad
107,208,ٹی,Urdu,PROPN,87,yes,-0.2089,-1.1018,-1.8111,0.4565,0.6015,0.1131,5,4,3,2,T
46,86,عمل,Urdu,NOUN,88,yes,-0.8364,-2.1613,-1.0506,0.4338,0.5639,0.1403,5,4,3,2,the process
263,645,علاقہ,Urdu,NOUN,89,yes,0.8271,-2.3051,0.4492,0.494,0.5588,0.194,3,2,2,2,area
182,359,جاری,Urdu,ADJ,90,yes,-2.4626,0.4564,0.6956,0.3749,0.6568,0.2028,5,4,3,2,Continued
396,1223,سنگھ,Urdu,PROPN,91,yes,1.5959,-3.1641,-0.1615,0.5218,0.5283,0.1721,3,2,2,2,Singh
426,1352,وقت,Urdu,NOUN,92,yes,1.1109,-2.8623,-1.0085,0.5042,0.539,0.1418,3,2,2,2,Time
180,357,تاہم,Urdu,CCONJ,94,yes,-3.305,-0.0722,0.5162,0.3444,0.638,0.1964,5,4,3,2,However
265,649,ضلع,Urdu,NOUN,95,yes,0.8785,0.2439,-0.4831,0.4958,0.6492,0.1606,3,2,2,2,District
129,250,آر,Urdu,PROPN,96,yes,1.632,-1.4788,-0.4274,0.5231,0.5881,0.1626,3,2,2,2,R
384,1161,ریاست,Urdu,NOUN,97,yes,1.1211,-2.3274,0.5152,0.5046,0.558,0.1963,3,2,2,2,State
175,338,ہندوستان,Urdu,PROPN,98,yes,-0.4115,-1.395,0.7627,0.4491,0.5911,0.2052,5,4,3,2,India
51,93,طرح,Urdu,NOUN,100,yes,-0.7728,-2.4692,-0.8652,0.4361,0.5529,0.1469,5,4,3,2,like
368,1080,عوام,Urdu,NOUN,101,yes,1.1394,-2.6137,-0.2764,0.5053,0.5478,0.168,3,2,2,2,The people
352,1026,جے,Urdu,PROPN,102,yes,4.127,6.3153,-0.0096,0.6134,0.8647,0.1775,1,1,1,1,J
132,259,ڈی,Urdu,PROPN,103,yes,2.0018,-2.06,-2.0048,0.5365,0.5675,0.1061,5,4,3,2,D
380,1140,تلگودیشم,Urdu,PROPN,104,yes,-1.393,-1.8842,-0.5145,0.4136,0.5737,0.1595,5,4,3,2,Telugu Desam
227,536,دوران,Urdu,ADP,105,yes,5.4463,5.1061,0.0796,0.6612,0.8218,0.1807,1,1,1,1,During
250,603,مقام,Urdu,NOUN,106,yes,0.941,-1.9172,0.0668,0.4981,0.5725,0.1803,3,2,2,2,location
169,331,طور,Urdu,NOUN,107,yes,0.3251,-3.0085,-1.4482,0.4758,0.5338,0.1261,5,4,3,2,as
90,172,اسمبلی,Urdu,NOUN,108,yes,-1.4897,-0.9353,0.5319,0.4101,0.6074,0.1969,5,4,3,2,Assembly
37,74,علاوہ,Urdu,ADP,109,yes,3.3025,4.7605,0.2562,0.5836,0.8095,0.187,1,1,1,1,except
136,270,پاکستان,Urdu,PROPN,111,yes,-0.1621,-1.7482,0.4615,0.4582,0.5785,0.1944,5,4,3,2,Pakistan
161,308,صرف,Urdu,PART,112,yes,5.2066,2.9737,-0.6811,0.6525,0.7461,0.1535,1,1,1,1,Only
63,117,پیش,Urdu,ADV,113,yes,-11.9557,2.9088,2.8841,0.0312,0.7438,0.2811,5,4,3,2,present
76,134,سال,Urdu,NOUN,114,yes,1.7566,-3.5125,-1.5682,0.5276,0.5159,0.1218,3,2,2,2,The year
145,282,ٹیم,Urdu,NOUN,115,yes,0.7278,-2.807,-0.1753,0.4904,0.5409,0.1716,3,2,2,2,The team
338,990,مل,Urdu,VERB,116,yes,3.8457,-3.0704,1.9412,0.6032,0.5316,0.2473,3,2,2,2,Mill
153,300,یہاں,Urdu,PRON,117,yes,-3.545,-0.1475,1.2418,0.3357,0.6353,0.2223,5,4,3,2,Here
131,252,پارٹی,Urdu,PROPN,118,yes,1.8771,-3.0415,1.3609,0.532,0.5326,0.2266,3,2,2,2,Party
422,1334,پارٹی,Urdu,PROPN,118,yes,0.6429,-2.0845,0.1804,0.4873,0.5666,0.1843,3,2,2,2,Party
106,205,دن,Urdu,NOUN,119,yes,2.1863,-3.3355,-1.246,0.5432,0.5222,0.1333,3,2,2,2,Day
356,1039,احتجاج,Urdu,NOUN,121,yes,-1.1962,-1.8428,-0.0998,0.4207,0.5752,0.1743,5,4,3,2,protest
232,556,موقع,Urdu,NOUN,122,yes,0.2482,-1.5655,0.566,0.473,0.585,0.1981,5,4,3,2,Opportunity
460,1650,کم,Urdu,ADJ,123,yes,-0.1956,-1.8501,-1.3482,0.4569,0.5749,0.1296,5,4,3,2,less
446,1480,قیمت,Urdu,NOUN,124,yes,0.327,-2.4991,-0.2717,0.4759,0.5519,0.1682,5,4,3,2,Price
102,198,این,Urdu,PROPN,125,yes,-0.5404,0.0872,-1.3158,0.4445,0.6437,0.1308,5,4,3,2,N
249,601,وجہ,Urdu,ADP,126,yes,2.3166,0.7688,-1.4308,0.5479,0.6678,0.1267,5,4,3,2,Reason
245,595,شہر,Urdu,NOUN,127,yes,0.3432,-2.3723,-1.504,0.4765,0.5564,0.1241,5,4,3,2,City
181,358,کوشش,Urdu,NOUN,128,yes,-0.6528,-2.2418,-0.4774,0.4404,0.561,0.1608,5,4,3,2,the effort
220,502,کئی,Urdu,DET,129,yes,4.6079,4.356,0.5718,0.6308,0.7951,0.1983,1,1,1,1,Many
241,584,یا,Urdu,CCONJ,130,yes,-2.3916,-1.0325,-0.6443,0.3775,0.6039,0.1548,5,4,3,2,or
134,265,ایم,Urdu,PROPN,131,yes,1.421,-0.8824,-1.031,0.5155,0.6092,0.141,3,2,2,2,M
69,124,کمیٹی,Urdu,NOUN,132,yes,2.4215,-2.6908,-1.1745,0.5517,0.5451,0.1358,3,2,2,2,Committee
83,149,تھا,Urdu,VERB,133,yes,1.1854,-1.6779,0.4403,0.5069,0.581,0.1936,3,2,2,2,was
363,1066,تھا,Urdu,VERB,133,yes,3.1659,-2.4513,1.0304,0.5786,0.5536,0.2148,3,2,2,2,was
21,44,فیصلہ,Urdu,NOUN,134,yes,1.1689,-1.8337,0.0219,0.5063,0.5755,0.1787,3,2,2,2,Decision
306,820,اطلاع,Urdu,NOUN,135,yes,0.3363,-2.3929,0.1781,0.4762,0.5556,0.1843,3,2,2,2,notification
451,1515,ڈاکٹر,Urdu,NOUN,136,yes,-2.9734,-0.7053,-0.8168,0.3564,0.6155,0.1486,5,4,3,2,Dr
115,223,لوک,Urdu,PROPN,137,yes,7.219,3.6519,-3.6128,0.7254,0.7702,0.0486,1,1,1,1,folk
323,903,تحت,Urdu,ADP,138,yes,3.34,3.3677,0.0631,0.5849,0.7601,0.1801,1,1,1,1,Under
179,352,دیکھ,Urdu,VERB,139,yes,3.4338,-3.0744,1.6222,0.5883,0.5315,0.2359,3,2,2,2,look
264,647,قبل,Urdu,ADP,140,yes,4.0106,4.5462,-0.0931,0.6092,0.8019,0.1745,1,1,1,1,before
104,202,مئی,Urdu,PROPN,141,yes,-3.7971,-0.6639,0.3551,0.3266,0.617,0.1906,5,4,3,2,May
261,626,موجود,Urdu,ADJ,142,yes,3.9289,1.2551,1.5429,0.6063,0.6851,0.2331,1,1,1,1,Available
360,1054,مطابق,Urdu,ADP,143,yes,6.6384,4.2291,-0.8075,0.7043,0.7906,0.149,1,1,1,1,in accordance
143,280,اگر,Urdu,SCONJ,144,yes,-6.2131,0.9805,1.389,0.2391,0.6754,0.2276,5,4,3,2,If
402,1260,اختیار,Urdu,NOUN,145,yes,0.2755,-1.8137,-2.816,0.474,0.5762,0.0771,5,4,3,2,option
242,588,عدالت,Urdu,NOUN,146,yes,-1.7506,-1.244,0.5423,0.4007,0.5964,0.1973,5,4,3,2,Court
14,24,منعقد,Urdu,ADJ,147,yes,-11.2294,2.0044,2.465,0.0575,0.7117,0.2661,5,4,3,2,Held
287,2792,فوج,Urdu,NOUN,148,yes,0.4457,-1.8651,-1.3118,0.4802,0.5744,0.1309,5,4,3,2,The army
291,767,تین,Urdu,NUM,149,yes,0.3585,-1.3521,-0.5019,0.477,0.5926,0.1599,5,4,3,2,Three
192,393,پہنچ,Urdu,VERB,150,yes,3.4523,-3.0954,1.4081,0.589,0.5307,0.2283,3,2,2,2,reach
411,3347,تجربہ,Urdu,NOUN,151,yes,-0.9367,-1.1765,-0.857,0.4301,0.5988,0.1472,5,4,3,2,Experience
25,51,جا,Urdu,VERB,152,yes,-1.9508,-0.0764,2.1647,0.3934,0.6379,0.2553,5,4,3,2,go by
254,611,جا,Urdu,VERB,152,yes,2.5091,-2.9468,1.1292,0.5549,0.536,0.2183,3,2,2,2,go by
357,1043,الزام,Urdu,NOUN,153,yes,-0.0342,-2.382,-0.9995,0.4628,0.556,0.1421,5,4,3,2,Blame
299,788,نتیجہ,Urdu,NOUN,154,yes,0.278,-2.682,0.2424,0.4741,0.5454,0.1866,3,2,2,2,Result
398,1241,مطالبہ,Urdu,NOUN,155,yes,-1.1819,-0.6963,-0.9294,0.4212,0.6159,0.1446,5,4,3,2,demand
142,279,احمد,Urdu,PROPN,156,yes,0.7648,-1.0421,-2.8532,0.4917,0.6036,0.0758,5,4,3,2,Ahmad
253,609,تحقیق,Urdu,NOUN,157,yes,1.3324,-2.2946,-1.0857,0.5123,0.5591,0.139,3,2,2,2,research
43,85,ء,Urdu,NOUN,158,yes,-3.193,-0.9147,0.2963,0.3484,0.6081,0.1885,5,4,3,2,A
48,88,چک,Urdu,AUX,159,yes,-6.299,1.0868,1.4293,0.236,0.6791,0.229,5,4,3,2,Chuck
288,753,اے,Urdu,PROPN,160,yes,0.9965,-1.288,-0.9946,0.5001,0.5949,0.1423,3,2,2,2,Oh
3,2057,کارروائی,Urdu,NOUN,161,yes,-1.1872,-1.3875,0.8864,0.4211,0.5913,0.2096,5,4,3,2,investigation
308,839,آپ,Urdu,PRON,162,yes,-0.338,-1.2079,-0.1509,0.4518,0.5977,0.1725,5,4,3,2,you
420,1323,روپیہ,Urdu,NOUN,163,yes,0.5219,-2.4728,-1.4949,0.4829,0.5528,0.1244,5,4,3,2,Rs
12,22,اپریل,Urdu,PROPN,164,yes,-1.5027,-2.8826,-2.6438,0.4096,0.5383,0.0833,5,4,3,2,April
284,737,ذریعہ,Urdu,ADP,165,yes,5.4936,3.262,-0.7978,0.6629,0.7563,0.1493,1,1,1,1,Source
350,1025,استعمال,Urdu,NOUN,166,yes,-1.7987,-2.0741,-1.709,0.3989,0.567,0.1167,5,4,3,2,Usage
286,2789,امریکہ,Urdu,PROPN,167,yes,-1.6288,-1.9566,0.122,0.4051,0.5711,0.1822,5,4,3,2,United States
463,1710,دیگر,Urdu,ADJ,170,yes,-3.4767,-0.1278,-0.6454,0.3382,0.636,0.1548,5,4,3,2,Other
493,2021,ہلاک,Urdu,ADJ,171,yes,-12.8182,7.2507,7.678,0.0,0.8979,0.4526,4,3,3,2,killed
342,997,جب,Urdu,PRON,172,yes,-3.3931,-0.2978,0.4806,0.3412,0.63,0.1951,5,4,3,2,when
201,429,زیادہ,Urdu,ADJ,173,yes,2.2867,-1.3743,-2.492,0.5468,0.5918,0.0887,5,4,3,2,more
230,551,لا,Urdu,VERB,174,yes,3.8082,-2.5523,1.628,0.6019,0.55,0.2361,3,2,2,2,No
193,396,شروع,Urdu,NOUN,175,yes,-4.9002,-0.1741,-0.2142,0.2866,0.6344,0.1702,5,4,3,2,Start
40,79,تعلیم,Urdu,NOUN,176,yes,-0.2219,-1.5249,-0.4856,0.456,0.5864,0.1605,5,4,3,2,Education
300,797,سابق,Urdu,ADJ,177,yes,5.8818,3.4563,-1.9019,0.677,0.7632,0.1098,1,1,1,1,Former
19,36,صدر,Urdu,PROPN,178,yes,1.1203,-1.2861,-0.6996,0.5046,0.5949,0.1528,3,2,2,2,President
100,197,صدر,Urdu,PROPN,178,yes,6.6072,4.1159,-1.3199,0.7032,0.7866,0.1306,1,1,1,1,President
462,1695,ہدایت,Urdu,NOUN,179,yes,-0.0423,-2.3723,-1.6441,0.4625,0.5564,0.119,5,4,3,2,to advise
218,493,مکمل,Urdu,ADJ,180,yes,-2.0734,-1.2292,-0.9362,0.389,0.5969,0.1444,5,4,3,2,Full
461,1680,حملہ,Urdu,NOUN,181,yes,-0.1262,-2.0205,-1.1194,0.4595,0.5689,0.1378,5,4,3,2,attack
425,1349,پیدا,Urdu,ADJ,182,yes,-12.8182,7.2507,7.678,0.0,0.8979,0.4526,4,3,3,2,born
119,229,مقابلہ,Urdu,NOUN,183,yes,0.943,-3.0466,-1.1692,0.4982,0.5324,0.136,3,2,2,2,Competition
427,1361,دوسرا,Urdu,ADJ,184,yes,4.0907,2.998,0.4031,0.6121,0.747,0.1923,1,1,1,1,the second
428,3417,معاہدہ,Urdu,NOUN,185,yes,-0.1786,-1.7165,-0.8703,0.4576,0.5796,0.1467,5,4,3,2,The contract
355,1031,عام,Urdu,ADJ,186,yes,0.0953,-2.1821,0.0876,0.4675,0.5631,0.181,3,2,2,2,common
435,1407,عام,Urdu,ADJ,186,yes,-1.0282,-0.0124,-1.0918,0.4268,0.6401,0.1388,5,4,3,2,common
327,928,سکریٹری,Urdu,NOUN,187,yes,4.9046,-0.3998,-1.6128,0.6416,0.6264,0.1202,3,2,2,2,Secretary
344,1004,واقعہ,Urdu,NOUN,188,yes,-0.0258,-1.4564,-0.1088,0.4631,0.5889,0.174,5,4,3,2,incident
205,451,میں,Urdu,PRON,189,yes,-2.1813,-0.5149,-0.5592,0.3851,0.6223,0.1579,5,4,3,2,I
79,142,میں,Urdu,PRON,189,yes,5.1653,-2.024,2.7556,0.651,0.5687,0.2765,3,2,2,2,I
23,49,جائزہ,Urdu,NOUN,190,yes,-1.2371,-1.3835,-1.2673,0.4192,0.5915,0.1325,5,4,3,2,Overview
466,1732,کرپشن,Urdu,NOUN,191,yes,-2.8342,-1.1723,0.2706,0.3614,0.599,0.1876,5,4,3,2,Corruption
388,1204,گرفتار,Urdu,ADJ,192,yes,-6.8472,-0.7393,-1.902,0.2162,0.6143,0.1098,5,4,3,2,arrested
44,2133,نشست,Urdu,NOUN,193,yes,0.4131,-1.7872,0.3321,0.479,0.5771,0.1898,3,2,2,2,seat
8,17,حیدرآباد,Urdu,PROPN,194,yes,0.1517,-2.0756,-1.1602,0.4695,0.5669,0.1364,5,4,3,2,Hyderabad
348,1020,جہاں,Urdu,PRON,195,yes,-4.8463,-0.3974,0.3635,0.2886,0.6265,0.1909,5,4,3,2,where
302,803,اضافہ,Urdu,NOUN,197,yes,-3.0751,-0.4672,0.0236,0.3527,0.624,0.1787,5,4,3,2,increase
82,148,چل,Urdu,VERB,198,yes,2.0318,-2.56,0.8691,0.5376,0.5497,0.209,3,2,2,2,come on
239,2625,درخواست,Urdu,NOUN,199,yes,-4.4855,-0.6232,-0.0124,0.3017,0.6184,0.1774,5,4,3,2,Application
433,1391,گذشتہ,Urdu,ADJ,200,yes,4.024,6.6286,0.6754,0.6097,0.8758,0.202,1,1,1,1,past
437,1415,راؤ,Urdu,PROPN,201,yes,1.6482,-2.9911,-0.5894,0.5237,0.5344,0.1568,3,2,2,2,Rao
229,542,چاہیے,Urdu,AUX,202,yes,-7.1923,1.6918,2.2001,0.2037,0.7006,0.2566,5,4,3,2,Should
373,1094,ترقی,Urdu,NOUN,203,yes,0.6701,-1.6395,-1.2017,0.4883,0.5824,0.1349,5,4,3,2,Development
269,670,تلنگانہ,Urdu,PROPN,204,yes,-2.9229,-0.6717,0.2762,0.3582,0.6167,0.1878,5,4,3,2,Telangana
371,1090,علی,Urdu,PROPN,205,yes,3.5098,-4.2833,-4.9706,0.5911,0.4886,0.0,5,4,3,2,Ali
228,538,ایسا,Urdu,DET,206,yes,4.7673,4.7418,0.0826,0.6366,0.8088,0.1808,1,1,1,1,such a
99,195,جنرل,Urdu,NOUN,207,yes,3.2904,3.6117,-0.4008,0.5831,0.7687,0.1635,1,1,1,1,General
345,1007,مقدمہ,Urdu,NOUN,208,yes,-2.7784,-0.4591,-0.5119,0.3635,0.6243,0.1596,5,4,3,2,Trial
133,260,ایل,Urdu,PROPN,209,yes,-1.1845,-0.6548,-0.7064,0.4211,0.6173,0.1526,5,4,3,2,L
467,1737,ضرورت,Urdu,NOUN,211,yes,-1.6584,-1.5574,-0.072,0.404,0.5853,0.1753,5,4,3,2,the need
162,312,کیونکہ,Urdu,SCONJ,212,yes,-6.314,0.9032,1.3882,0.2355,0.6726,0.2276,5,4,3,2,Because
370,1086,مسلمان,Urdu,NOUN,213,yes,-1.2981,-1.2145,0.8417,0.417,0.5975,0.208,5,4,3,2,Muslim
399,1245,بلکہ,Urdu,SCONJ,214,yes,-5.3119,1.0704,2.2653,0.2717,0.6786,0.2589,5,4,3,2,Rather
224,522,اعلان,Urdu,NOUN,215,yes,-2.0889,-1.5208,-0.8651,0.3884,0.5866,0.1469,5,4,3,2,Announcement
212,2525,اہم,Urdu,ADJ,216,yes,4.5839,4.0468,0.6636,0.63,0.7842,0.2016,1,1,1,1,Important
404,1275,چیف,Urdu,NOUN,218,yes,5.5302,6.9796,0.0886,0.6642,0.8883,0.1811,1,1,1,1,Chief
413,1302,چیف,Urdu,NOUN,218,yes,7.7985,8.4479,-0.2752,0.7463,0.9404,0.168,1,1,1,1,Chief
62,116,سبھا,Urdu,PROPN,219,yes,-0.723,-2.3037,-1.4192,0.4379,0.5588,0.1271,5,4,3,2,Sabha
324,919,جناب,Urdu,PART,220,yes,1.988,9.9333,2.607,0.536,0.9931,0.2712,1,1,1,1,sir
280,2751,پانی,Urdu,NOUN,221,yes,-0.4624,-1.3405,-1.8779,0.4473,0.593,0.1107,5,4,3,2,Water
313,858,خود,Urdu,PRON,222,yes,-1.3249,-1.4422,-0.5235,0.4161,0.5894,0.1591,5,4,3,2,himself
57,99,سخت,Urdu,ADJ,223,yes,5.0627,3.4415,-1.3603,0.6473,0.7627,0.1292,1,1,1,1,tough
429,1374,لوگ,Urdu,NOUN,224,yes,-0.5132,-1.186,-0.1001,0.4455,0.5985,0.1743,5,4,3,2,the people
470,1763,ضروری,Urdu,ADJ,225,yes,0.7513,-2.0772,-1.5509,0.4912,0.5669,0.1224,5,4,3,2,Necessary
378,1137,زندگی,Urdu,NOUN,226,yes,-1.1402,-1.6138,-0.5321,0.4228,0.5833,0.1588,5,4,3,2,Life
74,132,جو,Urdu,DET,228,yes,2.5185,-2.7586,1.6014,0.5552,0.5427,0.2352,3,2,2,2,Which
