,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
374,1215,yo,Spanish,PRON,18,yes,3.4667,2.3852,-3.0521,0.6349,0.4167,0.3401,5,4,3,2,me
71,134,pero,Spanish,CCONJ,21,yes,4.1287,1.9798,-2.4829,0.6612,0.4039,0.3653,5,4,3,2,but
163,365,o,Spanish,CCONJ,22,yes,2.566,1.6968,0.9396,0.5991,0.395,0.5168,5,4,3,2,either
179,412,hacer,Spanish,VERB,23,yes,4.8059,7.8675,-2.5264,0.6881,0.5893,0.3634,5,4,3,2,do
116,240,decir,Spanish,VERB,24,yes,4.1283,6.6254,-2.665,0.6612,0.5502,0.3573,5,4,3,2,tell
185,432,año,Spanish,NOUN,25,yes,3.1919,5.4342,0.6092,0.624,0.5127,0.5022,5,4,3,2,year
121,246,tener,Spanish,VERB,26,yes,4.5301,7.5772,-2.4374,0.6771,0.5802,0.3673,5,4,3,2,to have
87,155,entre,Spanish,ADP,31,yes,5.3968,-1.0685,-0.5257,0.7115,0.3079,0.4519,5,4,3,2,Come in
8,19,hoy,Spanish,ADV,32,yes,1.1593,1.2714,0.3402,0.5433,0.3816,0.4903,5,4,3,2,today
135,286,ciento,Spanish,NUM,34,yes,-0.6158,-1.0332,3.5484,0.4728,0.3091,0.6322,2,1,1,1,hundred
72,135,ya,Spanish,ADV,35,yes,3.9074,0.8939,-3.7315,0.6524,0.3697,0.3101,5,4,3,2,Already
91,174,sobre,Spanish,ADP,36,yes,4.5002,0.8839,1.124,0.6759,0.3694,0.525,5,4,3,2,on
109,225,sin,Spanish,ADP,37,yes,2.1737,3.0024,1.384,0.5836,0.4361,0.5365,2,1,1,1,without
28,53,presidente,Spanish,NOUN,38,yes,2.1554,4.1871,0.5273,0.5828,0.4734,0.4985,5,4,3,2,President
443,1569,porque,Spanish,SCONJ,39,yes,3.3691,0.1763,-3.0742,0.631,0.3471,0.3392,5,4,3,2,because
429,1473,si,Spanish,SCONJ,40,yes,2.843,0.1299,-4.694,0.6101,0.3457,0.2675,5,4,3,2,Yes
9,20,uno,Spanish,PRON,41,yes,7.3475,5.2391,0.0815,0.789,0.5066,0.4788,5,4,3,2,one
39,77,uno,Spanish,PRON,41,yes,1.9857,2.8603,-1.1313,0.5761,0.4317,0.4251,5,4,3,2,one
133,278,dos,Spanish,NUM,42,yes,1.1752,1.7412,0.1631,0.5439,0.3964,0.4824,5,4,3,2,two
180,413,ver,Spanish,VERB,44,yes,2.3623,3.9359,-2.3255,0.5911,0.4655,0.3723,5,4,3,2,watch
101,198,país,Spanish,NOUN,45,yes,0.3853,2.886,0.5138,0.5126,0.4325,0.4979,5,4,3,2,country
61,113,dar,Spanish,VERB,46,yes,3.4559,5.507,-1.9554,0.6345,0.515,0.3887,5,4,3,2,to give
170,383,primero,Spanish,ADJ,47,yes,0.329,0.3529,-0.023,0.5103,0.3527,0.4742,5,4,3,2,first
104,204,nuevo,Spanish,ADJ,48,yes,-1.3683,0.1429,1.068,0.4429,0.3461,0.5225,2,1,1,1,new
325,930,desde,Spanish,ADP,49,yes,2.5618,0.161,3.0619,0.599,0.3467,0.6107,2,1,1,1,since
383,1256,día,Spanish,NOUN,50,yes,1.2567,3.0538,2.4169,0.5472,0.4378,0.5822,5,4,3,2,day
49,96,también,Spanish,ADV,51,yes,2.1617,-0.0631,-2.6353,0.5831,0.3396,0.3586,5,4,3,2,also
118,242,último,Spanish,ADJ,52,yes,1.07,-0.861,-0.958,0.5398,0.3145,0.4328,5,4,3,2,latest
113,229,vez,Spanish,NOUN,53,yes,0.6308,3.0067,-0.4808,0.5223,0.4363,0.4539,5,4,3,2,time
57,112,mes,Spanish,NOUN,54,yes,2.1426,3.0975,1.1601,0.5823,0.4391,0.5266,5,4,3,2,month
280,711,madrid,Spanish,PROPN,55,yes,-1.5702,1.142,-0.3227,0.4349,0.3776,0.4609,2,1,1,1,Madrid
315,890,sólo,Spanish,ADV,56,yes,0.739,0.4797,-1.6171,0.5266,0.3567,0.4036,5,4,3,2,single
438,1516,cuando,Spanish,SCONJ,57,yes,3.88,-0.3262,-2.5914,0.6513,0.3313,0.3605,5,4,3,2,when
3,10,millón,Spanish,NOUN,58,yes,0.8346,2.0033,1.9799,0.5304,0.4047,0.5628,5,4,3,2,million
97,185,parte,Spanish,NOUN,60,yes,0.9536,2.7325,0.7552,0.5351,0.4276,0.5086,5,4,3,2,part
5,13,mayo,Spanish,NOUN,62,yes,1.0419,-0.2809,1.9051,0.5386,0.3327,0.5595,2,1,1,1,May
11,25,según,Spanish,ADP,63,yes,4.529,-3.0302,-1.1064,0.6771,0.2462,0.4262,5,4,3,2,according to
184,430,querer,Spanish,VERB,64,yes,2.4065,3.9834,-1.4333,0.5928,0.467,0.4118,5,4,3,2,want
360,1152,equipo,Spanish,NOUN,65,yes,1.1819,4.3041,0.8356,0.5442,0.4771,0.5122,5,4,3,2,equipment
74,137,llegar,Spanish,VERB,66,yes,3.4656,3.5361,-1.1584,0.6349,0.4529,0.4239,5,4,3,2,get
353,1104,ministro,Spanish,NOUN,67,yes,-0.7943,2.7541,0.9364,0.4657,0.4283,0.5166,5,4,3,2,Minister
308,865,tiempo,Spanish,NOUN,68,yes,0.3068,3.65,0.1979,0.5095,0.4565,0.484,5,4,3,2,weather
296,787,poner,Spanish,VERB,69,yes,3.0337,4.239,-0.7469,0.6177,0.4751,0.4422,5,4,3,2,put
85,154,persona,Spanish,NOUN,70,yes,-0.1623,1.72,-0.7961,0.4908,0.3958,0.44,5,4,3,2,person
456,1687,hombre,Spanish,NOUN,72,yes,1.6982,3.7793,1.1795,0.5647,0.4606,0.5274,5,4,3,2,men
419,3472,saber,Spanish,VERB,73,yes,1.9888,3.3678,-1.7294,0.5762,0.4476,0.3987,5,4,3,2,to know
273,700,todo,Spanish,PRON,74,yes,-0.9434,0.9776,-2.8053,0.4598,0.3724,0.3511,5,4,3,2,all
75,138,todo,Spanish,PRON,74,yes,0.3821,-0.9698,0.3726,0.5124,0.311,0.4917,2,1,1,1,all
67,127,quien,Spanish,PRON,77,yes,1.0701,-0.7537,-2.4781,0.5398,0.3179,0.3655,5,4,3,2,who
466,1807,ese,Spanish,PRON,78,yes,0.2161,0.6804,-3.1976,0.5059,0.363,0.3337,5,4,3,2,that
114,233,ese,Spanish,PRON,78,yes,7.9183,-0.6406,0.3192,0.8116,0.3214,0.4893,5,4,3,2,that
142,310,otro,Spanish,PRON,79,yes,3.4205,-0.2151,1.6194,0.6331,0.3348,0.5469,5,4,3,2,other
137,289,otro,Spanish,PRON,79,yes,-1.088,1.737,-0.8671,0.4541,0.3963,0.4368,5,4,3,2,other
27,4148,tú,Spanish,PRON,80,yes,-0.5805,0.1157,-4.1401,0.4742,0.3452,0.292,5,4,3,2,your
45,87,durante,Spanish,ADP,81,yes,6.7261,-2.2315,0.2212,0.7643,0.2713,0.485,3,2,2,2,during
269,672,hasta,Spanish,ADP,82,yes,4.1283,-1.1037,-0.1466,0.6612,0.3068,0.4687,5,4,3,2,until
227,553,paro,Spanish,NOUN,83,yes,-0.8424,-0.2143,2.1978,0.4638,0.3348,0.5725,2,1,1,1,unemployment
448,1597,sino,Spanish,CCONJ,84,yes,3.5083,-2.0227,-0.5155,0.6366,0.2779,0.4524,5,4,3,2,otherwise
202,484,tras,Spanish,ADP,85,yes,7.2068,-2.9621,-0.3865,0.7834,0.2483,0.4581,3,2,2,2,after
274,701,seguir,Spanish,VERB,87,yes,3.1034,3.0243,0.0236,0.6205,0.4368,0.4763,5,4,3,2,continue
148,323,considerar,Spanish,VERB,88,yes,2.7495,3.0451,-0.6865,0.6064,0.4375,0.4448,5,4,3,2,consider
276,704,donde,Spanish,PRON,89,yes,3.3899,-0.9336,-1.9809,0.6319,0.3122,0.3875,5,4,3,2,where
330,3019,ahora,Spanish,ADV,90,yes,3.1289,-1.3479,-1.8794,0.6215,0.2991,0.392,5,4,3,2,now
418,1418,aunque,Spanish,SCONJ,91,yes,3.8011,-1.8662,-2.1208,0.6482,0.2828,0.3813,5,4,3,2,though
48,94,empresa,Spanish,NOUN,92,yes,0.4311,2.2385,1.7597,0.5144,0.4121,0.5531,5,4,3,2,business
157,347,elección,Spanish,NOUN,93,yes,0.3369,2.1817,-0.7549,0.5106,0.4103,0.4418,5,4,3,2,choice
334,1006,después,Spanish,ADV,94,yes,1.3757,0.4894,-2.0261,0.5519,0.357,0.3855,5,4,3,2,after
264,660,deber,Spanish,AUX,96,yes,4.1488,-1.7362,-2.5006,0.662,0.2869,0.3645,5,4,3,2,have to
4,11,dólar,Spanish,NOUN,97,yes,-3.7212,0.2141,1.9165,0.3495,0.3483,0.56,2,1,1,1,dollar
83,152,ante,Spanish,ADP,98,yes,9.1835,-3.7024,1.5225,0.8619,0.225,0.5426,3,2,2,2,in view of
431,1480,mismo,Spanish,DET,99,yes,-3.8699,-2.4849,-2.2575,0.3436,0.2633,0.3753,1,1,1,1,same
253,619,antes,Spanish,ADV,100,yes,3.665,1.0233,0.072,0.6428,0.3738,0.4784,5,4,3,2,before
258,643,menos,Spanish,ADV,101,yes,0.6897,-0.7505,1.2195,0.5247,0.318,0.5292,2,1,1,1,less
40,79,empleo,Spanish,NOUN,102,yes,-3.6628,0.8594,0.6075,0.3519,0.3687,0.5021,2,1,1,1,job
270,690,acabar,Spanish,VERB,103,yes,0.5018,3.1854,-1.4902,0.5172,0.4419,0.4093,5,4,3,2,finish
55,104,laboral,Spanish,ADJ,104,yes,9.9822,-5.5833,-0.1598,0.8936,0.1658,0.4681,3,2,2,2,labor
365,3217,mi,Spanish,DET,106,yes,8.7836,-3.7675,0.1856,0.846,0.223,0.4834,3,2,2,2,me
288,742,buen,Spanish,ADJ,107,yes,0.5551,1.0786,-1.8128,0.5193,0.3756,0.395,5,4,3,2,good
216,510,mucho,Spanish,DET,108,yes,2.0184,1.0296,1.404,0.5774,0.374,0.5373,5,4,3,2,much
161,360,mucho,Spanish,DET,108,yes,1.9811,-0.9138,0.8889,0.5759,0.3128,0.5145,2,1,1,1,much
373,1212,nuestro,Spanish,DET,109,yes,1.5471,-1.1361,1.8374,0.5587,0.3058,0.5565,2,1,1,1,our
108,216,así,Spanish,ADV,110,yes,2.6628,0.0633,-2.2581,0.603,0.3436,0.3753,5,4,3,2,So
120,245,este,Spanish,PRON,112,yes,2.1824,0.283,-1.7905,0.5839,0.3505,0.396,5,4,3,2,East
43,84,este,Spanish,PRON,112,yes,7.9561,0.1203,-0.8118,0.8131,0.3454,0.4393,5,4,3,2,East
115,237,llevar,Spanish,VERB,113,yes,2.244,3.0001,-2.7649,0.5864,0.4361,0.3528,5,4,3,2,wear
226,2600,entonces,Spanish,ADV,114,yes,1.4825,-0.7677,-1.0226,0.5561,0.3174,0.43,5,4,3,2,then
364,3215,vida,Spanish,NOUN,115,yes,-2.362,1.4036,-1.152,0.4035,0.3858,0.4242,2,1,1,1,life
138,290,pasar,Spanish,VERB,116,yes,0.5732,2.8358,-2.7957,0.52,0.4309,0.3515,5,4,3,2,spend
95,182,ir,Spanish,VERB,117,yes,1.194,2.3481,0.3503,0.5447,0.4155,0.4907,5,4,3,2,to go
266,666,ir,Spanish,VERB,117,yes,4.553,-1.9211,-2.7592,0.678,0.2811,0.3531,5,4,3,2,to go
156,345,mayor,Spanish,ADJ,118,yes,0.8389,0.4716,2.2073,0.5306,0.3564,0.5729,2,1,1,1,elderly
434,1502,partido,Spanish,NOUN,119,yes,1.9632,2.8725,1.5653,0.5752,0.432,0.5445,5,4,3,2,match
128,262,semana,Spanish,NOUN,120,yes,0.0869,1.0321,0.2199,0.5007,0.3741,0.4849,2,1,1,1,week
206,494,cuatro,Spanish,NUM,121,yes,-1.8036,1.095,2.9578,0.4257,0.3761,0.6061,2,1,1,1,four
96,183,bien,Spanish,ADV,122,yes,-0.3065,1.6525,-1.4719,0.4851,0.3936,0.4101,5,4,3,2,right
150,326,ganar,Spanish,VERB,123,yes,1.6165,2.7532,-1.2442,0.5614,0.4283,0.4201,5,4,3,2,gain
268,669,grupo,Spanish,NOUN,124,yes,-2.4987,1.3503,0.2328,0.3981,0.3841,0.4855,2,1,1,1,cluster
495,2010,quedar,Spanish,VERB,125,yes,1.4439,3.1925,-0.6249,0.5546,0.4421,0.4476,5,4,3,2,stay
143,313,tres,Spanish,NUM,126,yes,1.3807,-0.5623,3.2891,0.5521,0.3239,0.6208,2,1,1,1,three
151,327,próximo,Spanish,ADJ,128,yes,-1.7098,1.6648,3.0599,0.4294,0.394,0.6106,2,1,1,1,next
130,268,presentar,Spanish,VERB,129,yes,1.8776,1.8395,-0.5259,0.5718,0.3995,0.4519,5,4,3,2,introduce
398,1327,clinton,Spanish,PROPN,130,yes,-1.4661,0.3965,2.0792,0.4391,0.3541,0.5672,2,1,1,1,clinton
103,202,estar,Spanish,VERB,131,yes,2.9882,-0.1595,-0.3396,0.6159,0.3366,0.4602,5,4,3,2,be
347,1082,estar,Spanish,VERB,131,yes,2.7105,2.3209,-0.4768,0.6049,0.4147,0.4541,5,4,3,2,be
90,171,gobierno,Spanish,NOUN,132,yes,-1.8796,1.0996,0.6611,0.4227,0.3762,0.5045,2,1,1,1,government
31,60,gobierno,Spanish,NOUN,132,yes,0.1677,1.4203,0.7479,0.5039,0.3863,0.5083,2,1,1,1,government
199,461,contra,Spanish,ADP,133,yes,4.3567,-2.0644,1.7241,0.6702,0.2766,0.5515,5,4,3,2,against
175,2440,decidir,Spanish,VERB,134,yes,3.0529,1.5092,-0.197,0.6185,0.3891,0.4665,5,4,3,2,to decide
282,718,libro,Spanish,NOUN,135,yes,-1.057,1.6961,-0.3597,0.4553,0.395,0.4593,2,1,1,1,book
204,491,desempleo,Spanish,NOUN,136,yes,-0.9536,0.5476,3.5482,0.4594,0.3588,0.6322,2,1,1,1,unemployment
257,641,estado,Spanish,PROPN,137,yes,-2.5567,-0.278,1.4152,0.3958,0.3328,0.5378,2,1,1,1,condition
44,85,medida,Spanish,NOUN,138,yes,-0.3531,0.841,2.922,0.4833,0.3681,0.6045,2,1,1,1,measure
136,288,mundo,Spanish,NOUN,140,yes,-2.511,1.4309,1.1968,0.3976,0.3866,0.5282,2,1,1,1,world
173,390,señalar,Spanish,VERB,141,yes,0.7875,2.212,0.548,0.5285,0.4112,0.4995,5,4,3,2,point
445,1576,nada,Spanish,PRON,142,yes,0.1537,1.6898,0.9484,0.5034,0.3948,0.5172,5,4,3,2,any
446,1580,mantener,Spanish,VERB,143,yes,0.1064,1.6403,-2.1681,0.5015,0.3932,0.3793,5,4,3,2,hold
208,498,acuerdo,Spanish,NOUN,144,yes,-1.0936,1.061,0.8003,0.4539,0.375,0.5106,2,1,1,1,agreement
263,658,dejar,Spanish,VERB,145,yes,3.0215,1.3664,0.1441,0.6172,0.3846,0.4816,5,4,3,2,let
34,68,falta,Spanish,NOUN,146,yes,-0.8272,1.7765,0.4414,0.4644,0.3975,0.4947,2,1,1,1,lack
477,1865,cómo,Spanish,PRON,147,yes,-1.4297,-0.2782,-3.4151,0.4405,0.3328,0.3241,5,4,3,2,What
66,123,económico,Spanish,ADJ,148,yes,3.9349,-1.5886,4.8552,0.6535,0.2916,0.6901,2,1,1,1,economic
139,2342,siempre,Spanish,ADV,149,yes,-1.0212,-0.8965,0.711,0.4567,0.3134,0.5067,2,1,1,1,forever
444,1575,hablar,Spanish,VERB,150,yes,-0.0229,2.3276,-2.0774,0.4964,0.4149,0.3833,5,4,3,2,speak
181,420,cinco,Spanish,NUM,151,yes,0.1905,-2.1369,-0.921,0.5048,0.2743,0.4344,2,1,1,1,five
283,2768,aquel,Spanish,DET,152,yes,4.3852,-6.4305,-4.4237,0.6714,0.1391,0.2794,5,4,3,2,that
252,616,españa,Spanish,PROPN,153,yes,-2.0118,0.5211,-0.0403,0.4174,0.358,0.4734,2,1,1,1,Spain
160,359,proceso,Spanish,NOUN,154,yes,-2.0848,2.1393,3.954,0.4145,0.409,0.6502,2,1,1,1,process
392,1301,lograr,Spanish,VERB,155,yes,-0.2011,2.3216,-1.2358,0.4893,0.4147,0.4205,5,4,3,2,achieve
82,151,mercado,Spanish,NOUN,156,yes,-1.1587,1.9138,4.3791,0.4513,0.4019,0.669,2,1,1,1,market
465,1795,llamar,Spanish,VERB,157,yes,0.5574,2.3496,-0.1767,0.5194,0.4156,0.4674,5,4,3,2,to call
248,597,contrato,Spanish,NOUN,158,yes,1.0613,1.0565,4.7661,0.5394,0.3749,0.6861,2,1,1,1,contract
26,50,cada,Spanish,DET,159,yes,5.5813,-3.0325,0.9222,0.7189,0.2461,0.516,5,4,3,2,each
338,1028,mejor,Spanish,ADJ,160,yes,-0.9445,0.0216,-1.9067,0.4598,0.3423,0.3908,5,4,3,2,better
197,453,suponer,Spanish,VERB,161,yes,2.5495,1.7475,-0.4242,0.5985,0.3966,0.4564,5,4,3,2,suppose
254,623,josé,Spanish,PROPN,162,yes,0.7499,-1.437,1.7846,0.527,0.2963,0.5542,2,1,1,1,Joseph
201,477,reducir,Spanish,VERB,163,yes,4.4597,1.3418,0.1601,0.6743,0.3838,0.4823,5,4,3,2,reduce
255,624,maría,Spanish,PROPN,164,yes,-5.1519,-0.0931,1.4817,0.2927,0.3387,0.5408,2,1,1,1,Maria
442,1562,aún,Spanish,ADV,165,yes,2.2362,-3.466,-3.7729,0.5861,0.2324,0.3082,5,4,3,2,even
177,402,ayer,Spanish,ADV,166,yes,-4.334,-1.6804,-2.5197,0.3252,0.2887,0.3637,1,1,1,1,Yesterday
107,214,proyecto,Spanish,NOUN,167,yes,-1.1422,-0.3078,0.6219,0.4519,0.3319,0.5027,2,1,1,1,Project
211,502,social,Spanish,ADJ,168,yes,8.5909,-4.647,4.0356,0.8383,0.1953,0.6538,3,2,2,2,Social
111,2275,cosa,Spanish,NOUN,169,yes,1.3431,0.9575,1.0789,0.5506,0.3717,0.523,5,4,3,2,stuff
29,57,creer,Spanish,VERB,170,yes,-0.5698,1.5271,-3.6698,0.4746,0.3897,0.3128,5,4,3,2,believe
127,260,e,Spanish,CCONJ,171,yes,8.7751,-2.4808,6.7426,0.8457,0.2635,0.7736,3,2,2,2,and
233,564,cuyo,Spanish,PRON,172,yes,10.4004,-5.0395,1.2424,0.9102,0.1829,0.5302,3,2,2,2,whose
287,739,frente,Spanish,NOUN,173,yes,-5.031,0.967,1.7306,0.2975,0.372,0.5518,2,1,1,1,front
166,371,caso,Spanish,NOUN,174,yes,-1.1385,1.6957,0.9776,0.4521,0.395,0.5185,2,1,1,1,case
337,1021,líder,Spanish,NOUN,175,yes,-3.7215,0.6791,0.2917,0.3495,0.363,0.4881,2,1,1,1,Leader
309,867,fin,Spanish,NOUN,176,yes,-1.26,1.4344,1.5689,0.4472,0.3868,0.5446,2,1,1,1,finish
125,4344,nombre,Spanish,NOUN,177,yes,-0.8368,1.8036,-0.221,0.464,0.3984,0.4654,2,1,1,1,Name
81,147,permitir,Spanish,VERB,178,yes,2.5583,1.0853,-1.6843,0.5988,0.3758,0.4007,5,4,3,2,allow
301,829,gran,Spanish,ADJ,179,yes,-4.7231,-0.4832,-0.3295,0.3098,0.3264,0.4606,1,1,1,1,great
229,2606,historia,Spanish,NOUN,180,yes,-3.3997,1.5059,-1.9848,0.3623,0.389,0.3874,2,1,1,1,history
459,1702,algo,Spanish,PRON,181,yes,-1.6145,0.9555,-3.2326,0.4332,0.3717,0.3321,5,4,3,2,something
79,144,sistema,Spanish,NOUN,182,yes,-1.1394,2.2204,4.5019,0.452,0.4115,0.6744,2,1,1,1,system
78,142,reforma,Spanish,NOUN,183,yes,-1.7853,1.2888,1.8047,0.4264,0.3822,0.5551,2,1,1,1,reform
77,141,pedir,Spanish,VERB,184,yes,1.183,1.0888,-2.8694,0.5442,0.3759,0.3482,5,4,3,2,ask
209,500,punto,Spanish,NOUN,185,yes,-0.5476,1.0626,0.5183,0.4755,0.375,0.4981,2,1,1,1,point
23,47,base,Spanish,NOUN,186,yes,-3.7013,1.5878,-0.073,0.3503,0.3916,0.472,2,1,1,1,base
134,279,tomar,Spanish,VERB,187,yes,0.7254,2.8702,-0.8627,0.5261,0.432,0.437,5,4,3,2,drink
215,509,encontrar,Spanish,VERB,188,yes,-0.3956,1.2851,-2.8487,0.4816,0.3821,0.3491,5,4,3,2,find
460,1708,mujer,Spanish,NOUN,189,yes,-1.2249,1.3715,0.5048,0.4486,0.3848,0.4975,2,1,1,1,woman
250,608,trabajar,Spanish,VERB,190,yes,0.1735,1.0476,-1.5062,0.5042,0.3746,0.4085,5,4,3,2,to work
237,569,forma,Spanish,NOUN,191,yes,-3.2881,0.3185,-1.6674,0.3667,0.3516,0.4014,2,1,1,1,form
322,2960,mori,Spanish,PROPN,192,yes,-6.1264,-1.6838,0.7272,0.254,0.2886,0.5074,1,1,1,1,I died
366,1170,gente,Spanish,NOUN,193,yes,-5.3167,-0.128,-0.2829,0.2862,0.3376,0.4627,1,1,1,1,people
52,2148,número,Spanish,NOUN,194,yes,0.1631,0.6335,1.0489,0.5037,0.3615,0.5216,2,1,1,1,number
306,859,además,Spanish,ADV,195,yes,0.5266,-1.5568,0.3669,0.5182,0.2926,0.4914,2,1,1,1,what's more
192,443,hacia,Spanish,ADP,196,yes,9.5382,-3.9059,2.3824,0.876,0.2186,0.5806,3,2,2,2,towards
195,447,pues,Spanish,SCONJ,197,yes,2.6031,-3.1342,-2.4142,0.6006,0.2429,0.3684,5,4,3,2,well
102,2248,parecer,Spanish,VERB,198,yes,0.8152,1.3271,-0.4386,0.5296,0.3834,0.4558,5,4,3,2,look
302,831,reunión,Spanish,NOUN,199,yes,-1.2824,2.005,0.8987,0.4464,0.4047,0.515,2,1,1,1,meeting
388,1283,fuente,Spanish,NOUN,200,yes,1.6997,1.7978,4.8813,0.5648,0.3982,0.6912,2,1,1,1,font
214,2556,hijo,Spanish,NOUN,201,yes,-1.6806,0.9317,0.2404,0.4306,0.3709,0.4858,2,1,1,1,son
144,314,asegurar,Spanish,VERB,202,yes,0.6162,1.149,-0.0875,0.5217,0.3778,0.4713,5,4,3,2,secure
400,1331,segundo,Spanish,ADJ,203,yes,-1.5532,-2.4908,-0.1339,0.4356,0.2632,0.4693,2,1,1,1,second
319,901,pasado,Spanish,ADJ,204,yes,0.1649,1.5708,3.6901,0.5038,0.3911,0.6385,2,1,1,1,past
129,263,pasado,Spanish,ADJ,204,yes,6.6552,-3.3802,1.8744,0.7615,0.2351,0.5582,3,2,2,2,past
200,463,europa,Spanish,PROPN,205,yes,-3.422,-1.3357,-3.1413,0.3614,0.2995,0.3362,1,1,1,1,Europe
149,324,convertir,Spanish,VERB,206,yes,-0.6714,1.5291,-1.1227,0.4706,0.3897,0.4255,5,4,3,2,convert
84,153,mil,Spanish,NUM,207,yes,-0.1726,0.3069,2.6712,0.4904,0.3513,0.5934,2,1,1,1,one thousand
80,4241,señora,Spanish,NOUN,208,yes,-2.5627,3.5147,5.7154,0.3955,0.4523,0.7282,2,1,1,1,Mrs
212,503,volver,Spanish,VERB,209,yes,1.6945,1.5006,-1.474,0.5645,0.3888,0.41,5,4,3,2,return
439,1544,entrar,Spanish,VERB,210,yes,1.1903,1.9848,0.2179,0.5445,0.4041,0.4848,5,4,3,2,get in
363,3212,jugar,Spanish,VERB,211,yes,0.0789,3.0425,-1.191,0.5004,0.4374,0.4225,5,4,3,2,play
414,1402,mayoría,Spanish,NOUN,212,yes,-0.6784,1.0668,-0.5376,0.4703,0.3752,0.4514,5,4,3,2,most
62,117,momento,Spanish,NOUN,213,yes,-1.2051,2.1675,0.6295,0.4494,0.4098,0.5031,2,1,1,1,moment
112,228,indicar,Spanish,VERB,214,yes,0.7565,0.4472,0.5631,0.5273,0.3557,0.5001,5,4,3,2,indicate
293,767,estados,Spanish,PROPN,215,yes,-4.4894,2.9901,5.0544,0.319,0.4357,0.6989,2,1,1,1,state
221,539,problema,Spanish,NOUN,216,yes,-0.9525,2.3073,1.4023,0.4595,0.4142,0.5373,5,4,3,2,issue
21,42,oficial,Spanish,ADJ,217,yes,2.9293,-3.0634,0.8338,0.6136,0.2451,0.5121,2,1,1,1,official
169,380,abrir,Spanish,VERB,218,yes,0.993,0.409,-2.7674,0.5367,0.3545,0.3527,5,4,3,2,open
286,737,situar,Spanish,VERB,219,yes,1.3101,0.0013,0.9888,0.5493,0.3416,0.519,5,4,3,2,place
193,444,modelo,Spanish,NOUN,220,yes,-1.9541,1.6599,2.37,0.4197,0.3939,0.5801,2,1,1,1,model
110,226,embargo,Spanish,NOUN,221,yes,8.8382,-9.1957,-3.79,0.8482,0.052,0.3075,3,2,2,2,embargo
51,99,sindicato,Spanish,NOUN,222,yes,-4.9342,-0.1329,-0.7213,0.3014,0.3374,0.4433,1,1,1,1,labor union
458,1693,vivir,Spanish,VERB,223,yes,1.8496,0.5677,-0.9453,0.5707,0.3595,0.4334,5,4,3,2,to live
428,3518,qué,Spanish,DET,224,yes,8.7821,-5.9719,2.2822,0.8459,0.1535,0.5762,3,2,2,2,what
357,3165,qué,Spanish,DET,224,yes,0.2166,0.1953,-2.0991,0.5059,0.3477,0.3823,5,4,3,2,what
178,409,público,Spanish,ADJ,226,yes,10.0043,-5.8845,-0.5763,0.8945,0.1563,0.4497,3,2,2,2,public
158,353,anunciar,Spanish,VERB,227,yes,2.2506,1.663,0.6585,0.5866,0.394,0.5043,5,4,3,2,announce
277,705,investigación,Spanish,NOUN,228,yes,-5.646,-1.7561,-0.9536,0.2731,0.2863,0.433,1,1,1,1,research
379,1245,salir,Spanish,VERB,229,yes,1.2944,1.8954,-0.8838,0.5487,0.4013,0.4361,5,4,3,2,leave
271,694,actual,Spanish,ADJ,230,yes,7.2938,-3.854,-0.9151,0.7868,0.2202,0.4347,3,2,2,2,current
