,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
250,707,antes,Spanish,ADV,90,no,-4.1393,-1.6575,0.6672,0.3952,0.6848,0.3531,2,1,1,1,before
173,464,hacer,Spanish,VERB,91,no,1.3163,-5.4987,-0.4953,0.665,0.5778,0.3103,4,3,3,2,do
6,11,dólares,Spanish,NOUN,92,no,4.8638,0.778,1.1555,0.8404,0.7527,0.371,5,4,3,2,Dollars
75,135,quien,Spanish,PRON,93,no,1.0399,0.8851,0.4078,0.6513,0.7557,0.3435,2,1,1,1,who
0,2048,les,Spanish,PRON,95,no,-4.7843,4.2798,3.8728,0.3633,0.8504,0.4709,2,1,1,1,them
83,2199,eso,Spanish,PRON,96,no,1.756,-0.6172,0.2006,0.6867,0.7138,0.3359,4,3,3,2,it's
224,636,empleo,Spanish,NOUN,97,no,3.496,-1.3456,-0.8609,0.7728,0.6935,0.2968,5,4,3,2,job
157,401,esa,Spanish,DET,98,no,-6.4427,-0.4688,-0.199,0.2813,0.718,0.3212,2,1,1,1,this
391,1411,había,Spanish,AUX,99,no,-2.0242,-1.5635,-1.7435,0.4998,0.6875,0.2644,2,1,1,1,there was
315,1018,tiempo,Spanish,NOUN,100,no,1.4164,-3.5111,-1.1835,0.6699,0.6332,0.285,4,3,3,2,weather
113,240,así,Spanish,ADV,101,no,-1.0486,-2.2873,-0.3087,0.5481,0.6673,0.3172,2,1,1,1,So
357,3275,entonces,Spanish,ADV,102,no,2.0019,0.1871,-1.9825,0.6989,0.7363,0.2556,5,4,3,2,then
411,1496,días,Spanish,NOUN,103,no,1.6035,-2.8909,-1.7849,0.6792,0.6505,0.2629,4,3,3,2,days
194,548,nuevo,Spanish,ADJ,104,no,4.827,2.8576,1.8487,0.8386,0.8107,0.3965,5,4,3,2,new
60,108,laboral,Spanish,ADJ,105,no,-7.2921,2.4119,2.1733,0.2393,0.7983,0.4084,2,1,1,1,labor
376,1307,elecciones,Spanish,NOUN,107,no,2.7406,-0.8993,0.8643,0.7354,0.706,0.3603,5,4,3,2,elections
99,199,bien,Spanish,ADV,108,no,-0.2803,-1.8313,-0.2573,0.586,0.68,0.319,2,1,1,1,right
165,441,mes,Spanish,NOUN,109,no,1.5055,-4.0673,-1.0936,0.6744,0.6177,0.2883,4,3,3,2,month
144,346,tres,Spanish,NUM,110,no,-3.9255,-1.0804,-1.3299,0.4058,0.7009,0.2796,2,1,1,1,three
338,1150,sido,Spanish,AUX,111,no,-3.6327,1.0386,0.9921,0.4203,0.76,0.365,2,1,1,1,been
196,554,cuatro,Spanish,NUM,113,no,1.7628,-1.5649,-1.3392,0.6871,0.6874,0.2793,4,3,3,2,four
257,733,estado,Spanish,PROPN,114,no,2.5062,-0.0547,0.0862,0.7238,0.7295,0.3317,4,3,3,2,condition
385,1373,equipo,Spanish,NOUN,115,no,1.7341,-3.1494,0.7942,0.6857,0.6433,0.3577,4,3,3,2,equipment
335,1117,primer,Spanish,ADJ,116,no,-4.1667,4.5263,3.6024,0.3939,0.8572,0.461,2,1,1,1,first
35,4153,vida,Spanish,NOUN,117,no,3.9206,-1.3767,0.295,0.7938,0.6927,0.3394,4,3,3,2,life
187,518,contra,Spanish,ADP,118,no,-3.9764,-1.215,-1.6211,0.4033,0.6972,0.2689,2,1,1,1,against
424,1584,clinton,Spanish,PROPN,119,no,3.8756,-0.5525,-1.764,0.7915,0.7157,0.2636,5,4,3,2,clinton
462,3840,día,Spanish,NOUN,120,no,2.7629,-3.6147,-2.3118,0.7365,0.6303,0.2435,4,3,3,2,day
195,551,desempleo,Spanish,NOUN,121,no,1.5616,-1.1637,-1.2527,0.6771,0.6986,0.2824,5,4,3,2,unemployment
303,2993,todo,Spanish,PRON,122,no,4.4332,0.3861,0.4778,0.8191,0.7418,0.3461,5,4,3,2,all
135,319,todo,Spanish,PRON,122,no,-1.8169,-0.4136,-0.7281,0.5101,0.7195,0.3017,2,1,1,1,all
481,1896,nada,Spanish,PRON,123,no,1.0194,-2.3106,-0.7087,0.6503,0.6666,0.3024,4,3,3,2,any
136,320,mundo,Spanish,NOUN,124,no,2.8828,-1.546,-0.2724,0.7425,0.688,0.3185,4,3,3,2,world
417,3606,hombre,Spanish,NOUN,125,no,1.0978,-3.8128,-1.1876,0.6542,0.6248,0.2848,4,3,3,2,men
334,1115,fueron,Spanish,AUX,126,no,-2.3222,1.696,1.1802,0.4851,0.7783,0.3719,2,1,1,1,were
294,2925,siempre,Spanish,ADV,129,no,3.4972,1.8272,-0.4962,0.7728,0.782,0.3103,5,4,3,2,forever
39,63,gobierno,Spanish,NOUN,130,no,1.8657,-2.3325,0.0371,0.6922,0.666,0.3299,4,3,3,2,government
94,182,gobierno,Spanish,NOUN,130,no,2.8528,-0.6578,0.6474,0.741,0.7127,0.3523,4,3,3,2,government
65,118,meses,Spanish,NOUN,131,no,2.2454,-2.899,-1.9698,0.7109,0.6502,0.2561,4,3,3,2,months
108,2274,cómo,Spanish,PRON,132,no,1.8608,-0.5495,0.566,0.6919,0.7157,0.3493,4,3,3,2,What
37,4157,mi,Spanish,DET,133,no,-6.1776,0.2716,0.3471,0.2944,0.7386,0.3413,2,1,1,1,me
184,500,estos,Spanish,DET,134,no,-4.9224,0.8677,1.5415,0.3565,0.7552,0.3852,2,1,1,1,these
81,146,todas,Spanish,DET,136,no,-6.0346,-1.5011,-4.0458,0.3015,0.6892,0.1797,2,1,1,1,all
175,472,cinco,Spanish,NUM,137,no,-3.9545,1.0285,1.5684,0.4044,0.7597,0.3862,2,1,1,1,five
384,5453,te,Spanish,PRON,138,no,-7.3278,4.4297,2.6912,0.2376,0.8545,0.4275,1,1,1,1,tea
66,119,dar,Spanish,VERB,139,no,2.1756,-3.6841,-0.1711,0.7075,0.6284,0.3222,4,3,3,2,to give
337,1149,últimos,Spanish,ADJ,140,no,-3.726,1.5729,1.2196,0.4157,0.7749,0.3734,2,1,1,1,latest
247,700,españa,Spanish,PROPN,141,no,5.1603,1.6307,1.4211,0.8551,0.7765,0.3808,5,4,3,2,Spain
31,52,cada,Spanish,DET,142,no,-4.2153,0.1809,0.7915,0.3915,0.7361,0.3576,2,1,1,1,each
11,2066,ellos,Spanish,PRON,143,no,2.4881,-0.8919,-0.4003,0.7229,0.7062,0.3138,4,3,3,2,they
270,775,grupo,Spanish,NOUN,144,no,4.0285,-0.3812,1.1947,0.7991,0.7204,0.3725,5,4,3,2,cluster
252,712,maría,Spanish,PROPN,145,no,6.4664,2.4675,-0.6271,0.9197,0.7998,0.3054,5,4,3,2,Maria
251,711,josé,Spanish,PROPN,146,no,-0.4486,-0.8224,-1.9752,0.5777,0.7081,0.2559,5,4,3,2,Joseph
199,559,acuerdo,Spanish,NOUN,147,no,2.3607,-1.377,-0.611,0.7166,0.6927,0.306,4,3,3,2,agreement
478,1880,aún,Spanish,ADV,148,no,-3.5007,3.4764,2.6868,0.4268,0.828,0.4273,2,1,1,1,even
127,287,e,Spanish,CCONJ,149,no,-8.5424,-3.3151,-8.9321,0.1775,0.6386,0.0,1,1,1,1,and
290,860,frente,Spanish,NOUN,150,no,4.9397,1.7889,2.283,0.8442,0.7809,0.4125,5,4,3,2,front
457,1767,mismo,Spanish,DET,151,no,-1.548,1.2015,0.8138,0.5234,0.7645,0.3584,2,1,1,1,same
168,452,ayer,Spanish,ADV,152,no,6.6214,7.8961,5.0909,0.9273,0.9512,0.5158,5,4,3,2,Yesterday
316,1022,fin,Spanish,NOUN,153,no,3.5352,-0.9396,0.5706,0.7747,0.7049,0.3495,4,3,3,2,finish
202,566,próximo,Spanish,ADJ,154,no,2.2955,-1.8713,-1.2601,0.7134,0.6789,0.2822,5,4,3,2,next
19,31,los,Spanish,PRON,155,no,-0.0545,-7.1389,2.3789,0.5972,0.532,0.416,4,3,3,2,the
463,1793,los,Spanish,PRON,155,no,-7.4313,4.2129,2.7638,0.2324,0.8485,0.4302,1,1,1,1,the
306,969,gran,Spanish,ADJ,157,no,4.0243,0.85,0.7126,0.7989,0.7547,0.3547,5,4,3,2,great
198,557,proyecto,Spanish,NOUN,158,no,2.6,-0.6005,0.0913,0.7285,0.7143,0.3319,4,3,3,2,Project
285,837,libro,Spanish,NOUN,159,no,2.8908,-1.5343,-0.3163,0.7429,0.6883,0.3169,4,3,3,2,book
2,2050,algo,Spanish,PRON,160,no,2.717,-1.1723,1.3195,0.7343,0.6984,0.377,5,4,3,2,something
150,382,mayor,Spanish,ADJ,161,no,-1.4556,-1.0288,-0.06,0.5279,0.7024,0.3263,2,1,1,1,elderly
128,289,semana,Spanish,NOUN,162,no,0.9113,-2.1391,-2.549,0.645,0.6714,0.2348,4,3,3,2,week
249,702,países,Spanish,NOUN,164,no,2.5665,-0.8181,-0.965,0.7268,0.7082,0.293,4,3,3,2,countries
359,3287,historia,Spanish,NOUN,165,no,3.4658,-0.4399,2.2162,0.7713,0.7188,0.41,5,4,3,2,history
311,1008,además,Spanish,ADV,166,no,7.9954,6.7551,2.2685,0.9953,0.9194,0.4119,5,4,3,2,what's more
264,753,sea,Spanish,AUX,167,no,-4.2152,0.4515,0.9287,0.3915,0.7436,0.3627,2,1,1,1,be
449,3781,mori,Spanish,PROPN,168,no,6.8094,3.1569,0.1799,0.9366,0.8191,0.3351,5,4,3,2,I died
268,769,va,Spanish,AUX,169,no,-4.4826,2.8735,1.0758,0.3782,0.8112,0.3681,2,1,1,1,goes
274,788,tienen,Spanish,VERB,170,no,-1.3439,-1.8636,0.6249,0.5335,0.6791,0.3515,2,1,1,1,have
241,680,contratos,Spanish,NOUN,171,no,1.139,-3.1287,-2.8456,0.6562,0.6438,0.2239,4,3,3,2,contracts
214,2656,número,Spanish,NOUN,172,no,1.677,-1.1873,-0.6992,0.6828,0.698,0.3028,4,3,3,2,number
85,153,sistema,Spanish,NOUN,173,no,2.7086,-2.2244,-2.3322,0.7338,0.669,0.2427,4,3,3,2,system
29,49,base,Spanish,NOUN,175,no,4.6584,-2.6242,-0.6314,0.8303,0.6579,0.3053,4,3,3,2,base
141,337,medidas,Spanish,NOUN,176,no,2.8804,-0.1995,-1.9797,0.7423,0.7255,0.2557,5,4,3,2,measures
104,216,empresas,Spanish,NOUN,177,no,2.4277,-1.4427,-1.0068,0.72,0.6908,0.2915,4,3,3,2,Business
155,399,proceso,Spanish,NOUN,178,no,1.0842,-2.0835,-1.3773,0.6535,0.673,0.2779,4,3,3,2,process
388,5474,sé,Spanish,VERB,179,no,1.2327,-0.5807,0.541,0.6609,0.7149,0.3484,4,3,3,2,HE
36,4154,he,Spanish,AUX,180,no,-7.7676,-0.5733,-6.2325,0.2158,0.7151,0.0993,2,1,1,1,I have
185,502,pues,Spanish,SCONJ,181,no,-2.4099,0.6423,-2.6543,0.4807,0.749,0.2309,2,1,1,1,well
413,5600,señora,Spanish,NOUN,182,no,1.2237,-3.4838,-3.1039,0.6604,0.6339,0.2144,4,3,3,2,Mrs
188,521,europa,Spanish,PROPN,183,no,4.5002,1.0,0.7618,0.8224,0.7589,0.3565,5,4,3,2,Europe
183,497,hacia,Spanish,ADP,184,no,-6.3055,0.4965,-0.4486,0.2881,0.7449,0.312,2,1,1,1,towards
171,459,será,Spanish,AUX,185,no,-0.7313,2.0283,1.8235,0.5637,0.7876,0.3956,2,1,1,1,will be
84,151,reforma,Spanish,NOUN,186,no,3.3278,-1.3256,-1.087,0.7645,0.6941,0.2885,4,3,3,2,reform
296,893,estados,Spanish,PROPN,187,no,4.1252,-2.1428,-1.7907,0.8039,0.6713,0.2627,4,3,3,2,state
55,98,empresa,Spanish,NOUN,188,no,3.488,0.1284,0.1149,0.7724,0.7346,0.3327,5,4,3,2,business
438,1670,mayoría,Spanish,NOUN,189,no,0.7797,-1.0228,0.4248,0.6385,0.7025,0.3441,4,3,3,2,most
490,4072,qué,Spanish,DET,191,no,3.7879,0.9128,0.2812,0.7872,0.7565,0.3389,5,4,3,2,what
176,4570,qué,Spanish,DET,191,no,-6.5112,1.5041,-1.4008,0.2779,0.773,0.277,2,1,1,1,what
474,7981,equipos,Spanish,NOUN,192,no,0.9482,-2.8624,-0.1026,0.6468,0.6513,0.3247,4,3,3,2,equipment
86,160,mercado,Spanish,NOUN,193,no,4.4201,-1.5241,-1.8236,0.8185,0.6886,0.2614,4,3,3,2,market
117,258,esos,Spanish,DET,194,no,-4.9728,-0.0603,-4.0568,0.354,0.7294,0.1793,2,1,1,1,those
233,650,haber,Spanish,AUX,195,no,-1.8759,1.8842,0.8,0.5071,0.7836,0.3579,2,1,1,1,to have
115,250,embargo,Spanish,NOUN,196,no,-7.7174,4.281,2.0859,0.2183,0.8504,0.4052,1,1,1,1,embargo
354,1222,mejor,Spanish,ADJ,197,no,-1.7744,-0.5308,-0.0232,0.5122,0.7163,0.3277,2,1,1,1,better
178,481,eeuu,Spanish,PROPN,198,no,5.4147,2.9925,0.9531,0.8677,0.8145,0.3636,5,4,3,2,USA
493,2029,hombres,Spanish,NOUN,199,no,2.5399,-2.104,-0.798,0.7255,0.6724,0.2992,4,3,3,2,mens
436,3705,partido,Spanish,NOUN,200,no,1.7815,-2.7389,-0.6212,0.688,0.6547,0.3057,4,3,3,2,match
52,91,una,Spanish,PRON,201,no,-3.7111,-2.067,0.5969,0.4164,0.6734,0.3505,2,1,1,1,a
133,308,una,Spanish,PRON,201,no,2.2009,-0.7105,-0.3605,0.7087,0.7112,0.3153,4,3,3,2,a
72,129,crecimiento,Spanish,NOUN,202,no,3.4859,-1.7131,-0.6545,0.7723,0.6833,0.3044,4,3,3,2,increase
389,1394,gente,Spanish,NOUN,203,no,3.7704,1.184,-1.6565,0.7863,0.7641,0.2676,5,4,3,2,people
103,2261,casi,Spanish,ADV,204,no,-1.1812,-0.6255,-1.0424,0.5415,0.7136,0.2902,2,1,1,1,almost
34,2105,fuentes,Spanish,NOUN,205,no,1.4184,-0.1242,-1.1796,0.67,0.7276,0.2851,5,4,3,2,sources
433,1652,electoral,Spanish,ADJ,206,no,-6.535,0.762,0.5184,0.2768,0.7523,0.3476,2,1,1,1,electoral
161,415,grandes,Spanish,ADJ,207,no,-5.2126,5.867,4.22,0.3422,0.8946,0.4837,5,4,3,2,large
374,3353,dice,Spanish,VERB,208,no,-1.8828,-2.6891,0.2393,0.5068,0.6561,0.3373,2,1,1,1,He says
12,4115,yo,Spanish,PRON,209,no,0.4276,6.414,4.6486,0.621,0.9099,0.4995,5,4,3,2,me
267,764,estas,Spanish,DET,210,no,-9.5283,0.4455,-2.9979,0.1287,0.7435,0.2183,2,1,1,1,these
230,644,forma,Spanish,NOUN,211,no,3.639,0.8156,0.7363,0.7798,0.7538,0.3556,5,4,3,2,form
469,1813,poner,Spanish,VERB,212,no,1.8107,-1.5161,0.7832,0.6894,0.6888,0.3573,4,3,3,2,put
152,390,otra,Spanish,DET,213,no,-2.8028,0.8207,-0.8394,0.4613,0.7539,0.2976,2,1,1,1,other
453,1747,caso,Spanish,NOUN,214,no,2.397,-1.5018,-0.7485,0.7184,0.6892,0.301,4,3,3,2,case
395,1440,ahí,Spanish,ADV,215,no,3.9235,0.7019,-0.6818,0.7939,0.7506,0.3034,5,4,3,2,there
162,430,primera,Spanish,ADJ,216,no,0.242,1.6788,0.0713,0.6119,0.7779,0.3311,2,1,1,1,first
307,971,reunión,Spanish,NOUN,217,no,3.1669,-1.0656,-0.0642,0.7565,0.7013,0.3262,4,3,3,2,meeting
172,4556,toda,Spanish,DET,219,no,-2.6725,-2.6278,-4.9758,0.4678,0.6578,0.1455,2,1,1,1,all
282,821,investigación,Spanish,NOUN,220,no,3.7576,1.4226,0.2305,0.7857,0.7707,0.337,5,4,3,2,research
131,305,firma,Spanish,NOUN,221,no,1.9504,-2.1445,-1.9495,0.6963,0.6713,0.2568,4,3,3,2,signature
58,103,sindicatos,Spanish,NOUN,222,no,4.0215,0.3692,0.6174,0.7988,0.7413,0.3512,5,4,3,2,unions
18,29,eran,Spanish,AUX,223,no,-4.1611,0.6303,0.4431,0.3941,0.7486,0.3448,2,1,1,1,were
181,8686,rominger,Spanish,PROPN,224,no,1.2413,0.6893,-0.4463,0.6613,0.7503,0.3121,4,3,3,2,rominger
42,71,falta,Spanish,NOUN,225,no,2.2058,-2.0595,0.0869,0.709,0.6736,0.3317,4,3,3,2,lack
27,44,oficial,Spanish,ADJ,226,no,0.2692,1.8598,0.0607,0.6132,0.7829,0.3307,2,1,1,1,official
326,1062,otro,Spanish,PRON,227,no,2.7527,1.3355,1.9875,0.736,0.7683,0.4016,5,4,3,2,other
143,343,otro,Spanish,PRON,227,no,-0.3797,3.7695,2.0192,0.5811,0.8361,0.4028,5,4,3,2,other
454,1750,nunca,Spanish,ADV,228,no,-2.4777,1.4497,0.1452,0.4774,0.7715,0.3339,2,1,1,1,never
477,1871,pese,Spanish,NOUN,229,no,0.5177,0.0245,-1.356,0.6255,0.7317,0.2786,5,4,3,2,I weighed
461,1788,algunos,Spanish,DET,230,no,-6.6811,1.8734,0.2277,0.2695,0.7833,0.3369,2,1,1,1,Some
368,1270,mientras,Spanish,CCONJ,231,no,-2.5418,-0.3548,-2.5531,0.4742,0.7212,0.2346,4,3,3,2,while
465,1798,las,Spanish,PRON,232,no,-4.8069,3.188,1.7191,0.3622,0.8199,0.3917,2,1,1,1,the
1,1,las,Spanish,PRON,232,no,-0.2239,-3.4817,-0.5373,0.5888,0.634,0.3088,4,3,3,2,the
219,621,care,Spanish,PROPN,233,no,2.9532,0.1444,-0.7309,0.7459,0.7351,0.3016,5,4,3,2,care
109,226,nueva,Spanish,ADJ,234,no,-7.9962,1.0092,0.1178,0.2045,0.7592,0.3328,2,1,1,1,new
211,605,social,Spanish,ADJ,235,no,-7.4082,4.0513,3.0266,0.2336,0.844,0.4398,1,1,1,1,Social
383,1343,nacional,Spanish,PROPN,236,no,-8.2263,0.5014,-0.065,0.1931,0.745,0.3261,2,1,1,1,national
379,1315,nacional,Spanish,PROPN,236,no,-1.9205,-0.1703,1.1432,0.5049,0.7263,0.3706,2,1,1,1,national
209,4696,bandera,Spanish,NOUN,237,no,1.3703,-1.6705,-0.1783,0.6677,0.6845,0.322,4,3,3,2,flag
