,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
224,434,quidem,Latin,ADV,94,no,2.6855,-0.1947,2.313,0.4794,0.7462,0.5791,2.0965,1.2767,2.0142,5,4,3,2,indeed
305,829,corpus,Latin,NOUN,96,no,2.887,-2.6452,1.011,0.4858,0.6741,0.5198,3.033,-1.286,1.8971,5,4,3,2,the body
290,749,creaturae,Latin,NOUN,97,no,-2.7798,-0.779,-5.1406,0.3062,0.729,0.2392,-1.5743,-3.2685,-4.3288,5,4,3,2,creatures
351,1087,essendi,Latin,AUX,98,no,-1.4054,-0.4331,-0.5835,0.3497,0.7392,0.447,-1.2148,-0.8977,-0.7824,1,1,1,1,to be
444,1534,materiae,Latin,NOUN,99,no,-1.1628,-0.422,-1.1907,0.3574,0.7395,0.4194,-0.7021,-1.0186,-0.9292,1,1,1,1,materials
88,135,ea,Latin,PRON,100,no,0.8663,-1.6419,-0.3181,0.4217,0.7036,0.4591,1.2402,-1.3986,0.2975,5,4,3,2,them
390,1251,habent,Latin,VERB,101,no,-1.9424,-4.6843,0.4259,0.3327,0.6142,0.4931,-1.1327,-4.3792,1.9394,3,3,2,2,they have
111,184,alia,Latin,DET,102,no,-1.5321,-1.6154,0.0337,0.3457,0.7044,0.4752,-1.0503,-1.703,0.3655,1,1,1,1,other
378,1200,agentis,Latin,NOUN,103,no,-1.0707,-3.7982,-3.1794,0.3603,0.6402,0.3287,0.1803,-4.7935,-2.1828,3,3,2,2,agent
450,1561,formae,Latin,NOUN,104,no,0.5513,-1.7393,0.2376,0.4117,0.7008,0.4845,0.8496,-1.3304,0.8151,5,4,3,2,forms
371,1150,aliqua,Latin,DET,105,no,-4.8038,0.0801,1.2221,0.242,0.7543,0.5294,-4.8065,-0.4916,0.3345,1,1,1,1,some
399,1285,tantum,Latin,ADV,106,no,-1.6314,0.0144,1.4805,0.3426,0.7524,0.5412,-1.7243,0.2331,0.9765,1,1,1,1,only
156,265,ergo,Latin,ADV,108,no,2.2409,-0.4747,1.9927,0.4653,0.738,0.5645,1.8423,0.8177,1.6783,5,4,3,2,therefore
357,1104,primum,Latin,ADJ,109,no,2.0263,-2.3582,0.8313,0.4585,0.6826,0.5116,2.1566,-1.3214,1.3746,5,4,3,2,first
229,445,aut,Latin,CCONJ,110,no,4.3231,1.6682,-1.4753,0.5313,0.801,0.4064,4.0845,1.8266,-1.3446,5,4,3,2,or
104,172,sibi,Latin,PRON,111,no,-2.828,2.4264,4.1489,0.3046,0.8233,0.6629,-4.0077,3.0783,2.1285,2,2,1,1,himself
218,408,necesse,Latin,ADJ,112,no,0.603,-5.5823,-1.5133,0.4134,0.5877,0.4046,1.6677,-5.4517,0.0935,3,3,2,2,necessary
223,432,modum,Latin,NOUN,113,no,1.3774,-1.9791,-0.8702,0.4379,0.6937,0.434,1.8673,-1.7288,0.0122,5,4,3,2,method
154,261,esset,Latin,AUX,114,no,-1.0164,-2.7045,0.2425,0.3621,0.6724,0.4847,-0.5832,-2.513,0.88,3,3,2,2,was
19,26,ipso,Latin,DET,115,no,4.0048,-0.4365,1.225,0.5212,0.7391,0.5295,3.8259,0.9999,1.5598,5,4,3,2,himself
145,238,ipsa,Latin,DET,116,no,1.6209,-0.1041,-0.3885,0.4456,0.7489,0.4559,1.7434,0.1552,-0.2833,5,4,3,2,herself
115,189,solum,Latin,ADV,117,no,-2.4858,-0.1847,0.8964,0.3155,0.7465,0.5145,-2.545,-0.4171,0.4343,1,1,1,1,only
201,362,facere,Latin,VERB,118,no,1.3431,-2.4418,0.8067,0.4368,0.6801,0.5104,1.5205,-1.5591,1.3528,5,4,3,2,do
213,395,accidens,Latin,NOUN,119,no,1.8384,-1.665,0.9406,0.4525,0.703,0.5165,1.8829,-0.7136,1.298,5,4,3,2,an accident
180,326,natura,Latin,NOUN,120,no,0.7397,-2.5403,-0.4328,0.4177,0.6772,0.4539,1.278,-2.2409,0.5945,5,4,3,2,nature
23,33,fit,Latin,VERB,121,no,-0.9146,-4.1966,0.538,0.3653,0.6285,0.4982,-0.2982,-3.7156,1.6405,3,3,2,2,becomes
342,1060,suum,Latin,DET,122,no,1.8947,0.2806,-0.9778,0.4543,0.7602,0.4291,1.8677,0.2692,-1.0053,5,4,3,2,his own
254,555,effectum,Latin,NOUN,123,no,-0.6917,-0.7391,2.8223,0.3723,0.7302,0.6024,-1.0189,0.2647,2.3906,1,1,1,1,effect
413,1406,fieri,Latin,VERB,124,no,-0.0325,-3.1159,0.7447,0.3932,0.6603,0.5076,0.3616,-2.4621,1.5314,3,3,2,2,to be done
120,197,ei,Latin,PRON,125,no,4.6517,1.1199,3.9617,0.5417,0.7849,0.6543,3.4675,3.5227,3.317,5,4,3,2,to him
270,603,creaturarum,Latin,NOUN,126,no,-1.2,1.0257,-4.9377,0.3562,0.7821,0.2485,-0.3794,-1.2781,-4.5247,5,4,3,2,creatures
217,407,quibus,Latin,PRON,127,no,2.0767,0.9182,-1.2253,0.4601,0.7789,0.4178,2.1846,0.7639,-1.3301,5,4,3,2,to whom
142,233,suam,Latin,DET,128,no,-8.1764,1.946,-0.0014,0.1352,0.8092,0.4736,-8.1303,-0.1195,-1.6532,2,2,1,1,his own
17,2072,uoluntatem,Latin,NOUN,129,no,2.8189,-0.1179,0.2151,0.4836,0.7485,0.4835,2.6136,0.5287,0.3795,5,4,3,2,will
398,1283,tamen,Latin,ADV,131,no,3.7011,1.3743,0.4413,0.5116,0.7924,0.4938,3.1943,2.1102,0.1253,5,4,3,2,However
174,311,magis,Latin,ADV,132,no,2.0648,-0.2924,-5.8424,0.4597,0.7433,0.2072,3.0555,-1.9099,-4.9172,5,4,3,2,more
300,819,alio,Latin,DET,133,no,4.9146,-0.3468,0.8574,0.55,0.7417,0.5128,4.6668,1.1461,1.3248,5,4,3,2,to another
150,250,ita,Latin,ADV,134,no,2.249,-1.9049,1.6486,0.4655,0.6959,0.5488,2.2437,-0.547,2.148,5,4,3,2,so
161,275,diuinae,Latin,ADJ,135,no,-10.902,3.9142,-2.9337,0.0488,0.8671,0.3399,-10.7282,-0.1054,-4.7331,2,2,1,1,divine
207,373,uirtus,Latin,NOUN,136,no,1.1496,-1.3105,-3.0247,0.4307,0.7134,0.3357,1.8629,-2.0279,-2.3502,5,4,3,2,virtue
27,39,et,Latin,ADV,137,no,-3.1617,-14.5832,0.1057,0.2941,0.323,0.4785,-0.9406,-13.8763,6.6716,3,3,2,2,and
1,2,et,Latin,ADV,137,no,-3.4626,1.3682,-2.2583,0.2845,0.7922,0.3707,-3.0557,-0.3586,-2.7515,1,1,1,1,and
25,35,praeter,Latin,ADP,138,no,-3.5442,2.026,2.8017,0.2819,0.8115,0.6014,-4.1805,2.1213,1.2076,2,2,1,1,in addition
252,552,ratio,Latin,NOUN,140,no,1.7171,-1.1078,-1.3915,0.4487,0.7193,0.4102,2.234,-1.085,-0.6916,5,4,3,2,system
280,663,haec,Latin,DET,141,no,1.2242,0.0522,-2.6227,0.4331,0.7535,0.354,1.6773,-0.7056,-2.2481,5,4,3,2,this
373,3206,distinctio,Latin,NOUN,142,no,2.5328,0.0021,-1.4703,0.4745,0.752,0.4066,2.7469,0.0049,-0.9499,5,4,3,2,distinction
12,2066,necessitatem,Latin,NOUN,143,no,0.3182,-0.0522,2.6909,0.4043,0.7504,0.5964,-0.0655,1.0821,2.2735,1,1,1,1,necessity
222,428,omnes,Latin,DET,144,no,-2.4688,1.7676,0.4808,0.316,0.8039,0.4956,-2.5463,1.2322,-0.3513,1,1,1,1,everyone
77,119,ipse,Latin,DET,145,no,0.2433,0.3967,3.0788,0.402,0.7636,0.6141,-0.2187,1.7269,2.3317,1,1,1,1,himself
130,2264,necessitas,Latin,NOUN,146,no,2.3893,-0.9845,-2.6248,0.47,0.723,0.354,2.9526,-1.2862,-1.6169,5,4,3,2,necessity
53,70,finem,Latin,NOUN,147,no,2.6383,-0.0498,2.0234,0.4779,0.7505,0.5659,2.1734,1.2626,1.7834,5,4,3,2,the end
114,188,eis,Latin,PRON,148,no,3.9598,0.7277,1.326,0.5198,0.7733,0.5341,3.5181,2.0157,1.2351,5,4,3,2,to them
41,56,finis,Latin,NOUN,149,no,2.7602,-1.6342,-0.5735,0.4817,0.7039,0.4475,3.1312,-1.0249,0.269,5,4,3,2,end
303,825,creaturas,Latin,NOUN,151,no,-3.5196,0.3764,-3.3283,0.2827,0.763,0.3219,-2.6775,-1.6149,-3.4212,1,1,1,1,creatures
473,1704,entis,Latin,NOUN,152,no,0.8816,-1.61,-1.3442,0.4222,0.7046,0.4124,1.5194,-1.671,-0.5606,5,4,3,2,being
134,222,his,Latin,DET,153,no,1.2124,-0.9916,0.6903,0.4327,0.7228,0.5051,1.2218,-0.4083,0.9049,5,4,3,2,to these
361,1117,agere,Latin,VERB,154,no,2.1035,-1.8736,1.5567,0.4609,0.6968,0.5446,2.0748,-0.6176,1.9641,5,4,3,2,to act
110,183,nec,Latin,ADV,156,no,3.3249,-1.0201,1.9473,0.4996,0.7219,0.5625,2.9866,0.5891,2.1074,5,4,3,2,nor
73,111,nec,Latin,ADV,156,no,-1.7574,-0.5221,1.2154,0.3386,0.7366,0.5291,-1.7477,-0.3537,0.8139,1,1,1,1,nor
369,1145,actum,Latin,NOUN,157,no,2.4168,-1.1918,-1.5241,0.4709,0.7169,0.4041,2.9213,-1.0666,-0.7617,5,4,3,2,act
136,224,ipsius,Latin,DET,158,no,-3.8938,1.2028,-0.4972,0.2709,0.7873,0.451,-3.7138,0.1253,-1.2528,1,1,1,1,himself
172,308,quam,Latin,PRON,159,no,-2.1981,-1.2018,3.1317,0.3246,0.7166,0.6165,-2.3966,-0.2545,2.5753,1,1,1,1,how
21,31,quam,Latin,PRON,159,no,2.3913,0.9381,1.4029,0.47,0.7795,0.5376,1.8879,1.8407,0.8882,5,4,3,2,how
140,228,id,Latin,PRON,160,no,3.6902,-1.7654,2.3464,0.5112,0.7,0.5807,3.5311,0.227,2.8325,5,4,3,2,id
237,484,omnis,Latin,DET,161,no,-4.228,1.2341,3.8628,0.2603,0.7882,0.6498,-4.8977,1.6387,2.2136,2,2,1,1,everyone
28,41,huiusmodi,Latin,DET,162,no,-1.2356,0.1752,-0.357,0.3551,0.7571,0.4574,-1.0358,-0.2025,-0.5907,1,1,1,1,of this kind
333,989,huiusmodi,Latin,DET,162,no,6.1216,0.1703,2.471,0.5883,0.7569,0.5863,5.3194,2.4697,2.653,5,4,3,2,of this kind
421,1460,necessarium,Latin,ADJ,163,no,1.2472,-3.3058,-0.5987,0.4338,0.6547,0.4463,1.8268,-2.8726,0.5842,3,3,2,2,necessary
394,1268,sint,Latin,AUX,164,no,1.0171,-1.4793,1.0489,0.4265,0.7084,0.5215,1.0201,-0.7135,1.376,5,4,3,2,they are
190,344,nulla,Latin,DET,165,no,2.8517,1.6629,0.2205,0.4846,0.8008,0.4837,2.4655,2.1577,-0.1355,5,4,3,2,no
443,1529,neque,Latin,CCONJ,166,no,-3.5014,0.5531,-2.0025,0.2833,0.7682,0.3823,-2.9282,-0.9121,-2.3813,1,1,1,1,nor
434,1500,materiam,Latin,NOUN,167,no,4.9539,0.4063,-2.3869,0.5513,0.7639,0.3648,5.2699,0.6204,-1.6048,5,4,3,2,material
96,151,omnium,Latin,DET,168,no,4.8673,2.5587,-3.8881,0.5485,0.8272,0.2963,5.1729,1.9652,-3.3623,5,4,3,2,of all
296,2843,intellectuales,Latin,ADJ,169,no,-8.9265,4.0693,1.3769,0.1114,0.8716,0.5364,-9.4371,2.1127,-0.8544,2,2,1,1,intellectual
6,10,perfectio,Latin,NOUN,170,no,-0.1647,-2.5781,-1.119,0.389,0.6761,0.4226,0.5764,-2.727,-0.1863,3,3,2,2,perfection
125,203,habere,Latin,VERB,171,no,0.6905,-2.7058,-0.5148,0.4161,0.6723,0.4502,1.2341,-2.4121,0.2211,3,3,2,2,to have
47,62,sequitur,Latin,VERB,172,no,-0.4082,-3.68,1.4941,0.3813,0.6437,0.5418,-0.0048,-2.7415,2.3706,3,3,2,2,follows
256,559,uoluntas,Latin,NOUN,173,no,2.071,-0.4864,-1.3025,0.4599,0.7376,0.4143,2.3324,-0.4667,-0.8862,5,4,3,2,wishes
107,178,aliis,Latin,DET,174,no,-3.1073,-0.1771,-0.519,0.2958,0.7467,0.45,-2.7387,-0.9247,-0.9825,1,1,1,1,to others
235,471,omnibus,Latin,DET,175,no,-1.841,0.5802,0.3932,0.3359,0.769,0.4916,-1.8722,0.2521,-0.1613,1,1,1,1,to all
293,778,quaedam,Latin,DET,176,no,0.0386,1.1432,-2.363,0.3955,0.7856,0.3659,0.2866,0.0416,-2.4202,5,4,3,2,some
199,360,possit,Latin,VERB,177,no,-0.7183,-3.8508,2.3356,0.3715,0.6387,0.5802,-0.5049,-2.6872,3.0675,3,3,2,2,can
243,538,competit,Latin,VERB,178,no,0.8216,-4.1835,-1.0379,0.4203,0.6289,0.4263,1.721,-3.8367,0.5303,3,3,2,2,is entitled
238,505,rei,Latin,NOUN,179,no,-4.7447,-0.5709,-1.9587,0.2439,0.7351,0.3843,-4.0932,-2.2622,-2.1332,1,1,1,1,of the thing
215,398,infinitum,Latin,ADJ,180,no,3.8481,-0.8063,-0.004,0.5162,0.7282,0.4735,3.7934,0.178,0.5551,5,4,3,2,infinite
352,1094,aliquam,Latin,DET,181,no,-8.0975,1.5583,-0.852,0.1376,0.7978,0.4348,-7.8924,-0.7107,-2.3434,2,2,1,1,some
38,53,aliquod,Latin,DET,182,no,-2.242,0.1669,5.5153,0.3232,0.7568,0.7252,-3.2933,1.8047,3.9219,2,2,1,1,some
264,580,uoluntate,Latin,NOUN,183,no,3.1809,0.0578,-0.6119,0.4951,0.7536,0.4457,3.2257,0.5104,-0.2422,5,4,3,2,at will
408,1358,intellectum,Latin,NOUN,184,no,3.1383,0.2578,-0.0522,0.4937,0.7595,0.4713,3.0403,0.889,0.2074,5,4,3,2,understanding
214,397,tempus,Latin,NOUN,185,no,3.1027,-1.7675,-0.6962,0.4926,0.6999,0.4419,3.4167,-1.1298,0.1693,5,4,3,2,time
15,22,scilicet,Latin,CCONJ,186,no,1.8317,1.6155,-1.0291,0.4523,0.7995,0.4267,1.6871,1.3575,-1.2862,5,4,3,2,of course
35,48,possunt,Latin,VERB,187,no,-1.0166,-2.2767,1.1589,0.362,0.685,0.5265,-0.6545,-1.7502,1.597,1,1,1,1,they can
