,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
51,110,zer,Basque,DET,48,no,-3.3553,1.1225,-0.0729,0.1927,0.5134,0.5774,5,4,3,2,what
134,293,lortu,Basque,VERB,49,no,-3.5332,5.2407,-2.465,0.1851,0.6405,0.4425,3,3,2,2,get
1,6,batean,Basque,NUM,50,no,6.5032,0.7778,0.1958,0.6142,0.5028,0.5926,1,1,1,1,in one
371,1193,joan,Basque,VERB,52,no,-4.3356,3.9295,-0.5307,0.1508,0.6,0.5516,5,4,3,2,go
241,634,nire,Basque,PRON,53,no,7.761,0.8597,-1.4811,0.668,0.5053,0.498,1,1,1,1,my
185,430,hau,Basque,DET,54,no,0.0941,0.1681,0.9204,0.3402,0.4839,0.6335,2,2,1,1,this
462,1813,orain,Basque,ADV,56,no,-1.3607,-0.3254,-4.0026,0.278,0.4687,0.3557,5,4,3,2,now
216,546,ikusi,Basque,VERB,57,no,-3.7403,4.1636,-1.3424,0.1762,0.6073,0.5058,3,3,2,2,see
98,232,irabazi,Basque,VERB,58,no,-4.3104,6.2573,-1.3285,0.1519,0.6719,0.5066,3,3,2,2,win
230,594,urte,Basque,NOUN,60,no,-2.1688,3.7343,1.6938,0.2434,0.594,0.6771,5,4,3,2,years
187,446,batzuk,Basque,DET,61,no,2.0461,0.9677,1.9195,0.4237,0.5086,0.6899,2,2,1,1,some
379,1243,egingo,Basque,VERB,62,no,-0.6831,3.9819,-1.6266,0.307,0.6017,0.4898,5,4,3,2,will do
352,1088,bigarren,Basque,NUM,63,no,7.8074,1.41,-0.3912,0.67,0.5223,0.5595,1,1,1,1,second
25,56,talde,Basque,NOUN,64,no,-3.2879,3.4288,1.0629,0.1956,0.5846,0.6415,5,4,3,2,group
225,568,beharko,Basque,VERB,65,no,-4.1132,3.4194,-3.2538,0.1603,0.5843,0.3979,5,4,3,2,will need
178,416,jokatu,Basque,VERB,66,no,-2.579,5.8454,-2.1667,0.2259,0.6592,0.4593,3,3,2,2,play
226,576,ondoren,Basque,ADV,67,no,-4.3193,-1.8873,-2.1726,0.1515,0.4205,0.459,5,4,3,2,after
312,911,uste,Basque,NOUN,68,no,0.2685,-0.7712,-1.2893,0.3476,0.4549,0.5088,2,2,1,1,think
0,1,gero,Basque,ADV,69,no,-6.5535,-5.2997,-0.3242,0.0559,0.3152,0.5633,4,4,3,2,then
37,81,handia,Basque,ADJ,70,no,5.8119,1.2405,1.0563,0.5847,0.517,0.6412,1,1,1,1,big
380,1245,horrek,Basque,DET,71,no,0.615,-0.4529,-0.2489,0.3625,0.4648,0.5675,2,2,1,1,that
56,124,jokalari,Basque,NOUN,72,no,-0.1977,6.8084,2.1151,0.3277,0.6889,0.7009,2,2,1,1,player
129,286,arren,Basque,CCONJ,73,no,-3.1455,-0.7206,0.1096,0.2017,0.4565,0.5877,5,4,3,2,although
26,59,dute,Basque,VERB,74,no,-2.305,2.4857,-4.1006,0.2376,0.5555,0.3502,5,4,3,2,they have
448,1729,dute,Basque,VERB,74,no,-3.0453,2.4277,-0.9777,0.206,0.5537,0.5264,5,4,3,2,they have
160,373,gehiago,Basque,DET,75,no,0.6567,1.6886,1.1895,0.3642,0.5309,0.6487,2,2,1,1,more
91,219,dugu,Basque,VERB,76,no,-2.4685,-0.644,-2.8656,0.2306,0.4589,0.4198,5,4,3,2,we have
39,85,dugu,Basque,VERB,76,no,-4.572,2.8057,-1.1063,0.1407,0.5654,0.5191,5,4,3,2,we have
227,578,utzi,Basque,VERB,77,no,-4.1548,3.2094,-2.2787,0.1585,0.5778,0.453,5,4,3,2,leave it
143,316,gure,Basque,PRON,78,no,6.216,1.1817,-0.8987,0.602,0.5152,0.5308,1,1,1,1,our
176,414,ordea,Basque,CCONJ,79,no,-3.3297,-1.0438,-0.8204,0.1938,0.4465,0.5353,5,4,3,2,However
164,384,oraindik,Basque,ADV,80,no,-1.6159,-0.6779,-2.4339,0.2671,0.4578,0.4442,5,4,3,2,still
9,17,ematen,Basque,VERB,81,no,-2.167,3.5015,0.7064,0.2435,0.5868,0.6214,5,4,3,2,giving
373,1213,horretan,Basque,DET,82,no,5.9609,1.8127,0.8572,0.591,0.5347,0.6299,1,1,1,1,in that
2,7,jarri,Basque,VERB,84,no,-3.114,4.8982,-0.8254,0.203,0.6299,0.535,3,3,2,2,put
442,1679,sartu,Basque,VERB,85,no,-3.293,3.0104,-2.5401,0.1954,0.5717,0.4382,5,4,3,2,Enter
300,874,honetan,Basque,DET,86,no,6.9616,0.6254,-0.5797,0.6338,0.4981,0.5488,1,1,1,1,in this
11,22,baten,Basque,NUM,87,no,5.188,0.5881,-0.1988,0.558,0.4969,0.5703,1,1,1,1,of one
244,642,dut,Basque,VERB,88,no,-4.5665,1.7034,-0.3773,0.1409,0.5313,0.5603,5,4,3,2,i have
213,538,dut,Basque,VERB,88,no,-2.3095,0.2296,-1.7876,0.2374,0.4858,0.4807,5,4,3,2,i have
152,345,eskatu,Basque,VERB,89,no,-1.5161,4.1184,0.1382,0.2713,0.6059,0.5893,5,4,3,2,ask for
258,688,galdu,Basque,VERB,90,no,-4.3241,3.1985,-1.9116,0.1513,0.5775,0.4737,5,4,3,2,lost
79,189,hauek,Basque,DET,91,no,2.4909,-0.5502,1.0746,0.4427,0.4618,0.6422,2,2,1,1,these
41,87,ona,Basque,ADJ,92,no,0.6793,1.4885,0.7334,0.3652,0.5247,0.6229,2,2,1,1,good
166,390,zituzten,Basque,AUX,93,no,-3.0975,-1.4109,0.5455,0.2037,0.4352,0.6123,5,4,3,2,they had
325,977,nola,Basque,ADV,95,no,-1.6578,-0.8035,-1.0432,0.2653,0.4539,0.5227,5,4,3,2,how
24,47,naiz,Basque,AUX,96,no,-1.507,-0.4736,-0.0781,0.2717,0.4641,0.5771,5,4,3,2,i am
237,626,ondo,Basque,ADV,97,no,-4.0206,-2.0845,0.9477,0.1642,0.4144,0.635,5,4,3,2,ok
387,1272,gainera,Basque,CCONJ,98,no,-5.5163,-1.5942,-0.1222,0.1003,0.4295,0.5747,5,4,3,2,also
40,86,partidu,Basque,NOUN,99,no,-3.3648,2.7718,1.3376,0.1923,0.5643,0.657,5,4,3,2,match
345,1069,aukera,Basque,NOUN,100,no,-1.1411,2.6334,0.3824,0.2874,0.56,0.6031,5,4,3,2,option
81,194,dira,Basque,VERB,101,no,-2.4488,5.6705,-3.5639,0.2315,0.6538,0.3804,3,3,2,2,are
87,210,dira,Basque,VERB,101,no,-3.8377,1.4875,-0.8342,0.1721,0.5247,0.5345,5,4,3,2,are
353,1102,lau,Basque,NUM,102,no,5.6019,1.4649,2.3278,0.5757,0.524,0.7129,1,1,1,1,four
155,354,ezin,Basque,NOUN,103,no,-3.2402,-1.0295,-0.5148,0.1976,0.447,0.5525,5,4,3,2,can't
177,2463,taldeak,Basque,NOUN,104,no,-2.2909,1.3524,1.3021,0.2382,0.5205,0.655,5,4,3,2,the groups
386,1269,guztiak,Basque,DET,105,no,3.6423,1.3092,2.0519,0.4919,0.5192,0.6973,2,2,1,1,all
234,606,bakarra,Basque,ADJ,108,no,1.0884,1.2592,1.5716,0.3827,0.5176,0.6702,2,2,1,1,the only one
45,92,beraz,Basque,CCONJ,109,no,-3.1564,0.0034,-1.3232,0.2012,0.4789,0.5069,5,4,3,2,so
378,1234,lan,Basque,NOUN,110,no,-3.551,1.545,1.7673,0.1843,0.5264,0.6813,5,4,3,2,work
390,1290,horiek,Basque,DET,111,no,-1.044,-0.9639,2.3173,0.2915,0.449,0.7123,5,4,3,2,those
170,2446,aritu,Basque,VERB,112,no,-3.8396,3.36,-0.6065,0.172,0.5825,0.5473,5,4,3,2,work
209,528,gara,Basque,AUX,113,no,-1.4429,-0.7468,-0.3597,0.2745,0.4557,0.5613,5,4,3,2,we are
12,24,diren,Basque,AUX,114,no,-0.4374,-1.5674,-2.9047,0.3175,0.4304,0.4176,5,4,3,2,are
57,126,ditu,Basque,VERB,115,no,-4.7059,0.8767,0.2926,0.1349,0.5058,0.5981,5,4,3,2,has
305,889,ditu,Basque,VERB,115,no,-3.2392,-0.3447,-2.6761,0.1977,0.4681,0.4305,5,4,3,2,has
316,940,jo,Basque,VERB,116,no,-1.6437,4.2907,-0.5243,0.2659,0.6112,0.552,5,4,3,2,play
492,2040,beti,Basque,ADV,117,no,-1.9655,0.4393,0.1109,0.2521,0.4923,0.5878,5,4,3,2,always
218,549,horrela,Basque,ADV,118,no,-1.3548,-1.9197,-2.2876,0.2782,0.4195,0.4525,5,4,3,2,in this way
207,2574,zela,Basque,AUX,119,no,-2.8618,-1.4022,0.8447,0.2138,0.4355,0.6292,5,4,3,2,it was
357,1119,adierazi,Basque,VERB,120,no,-4.0568,1.5445,-2.6456,0.1627,0.5264,0.4323,5,4,3,2,express
262,706,bertan,Basque,ADV,121,no,-3.9828,0.0498,1.5275,0.1659,0.4803,0.6677,5,4,3,2,there
365,1174,batek,Basque,NUM,123,no,6.2751,0.9064,2.9635,0.6045,0.5067,0.7488,1,1,1,1,one
419,1448,egiteko,Basque,VERB,124,no,-0.0853,2.0111,0.0705,0.3325,0.5408,0.5855,5,4,3,2,to do
470,1912,lagun,Basque,NOUN,125,no,-0.8888,0.6638,3.3998,0.2982,0.4992,0.7734,2,2,1,1,friend
249,664,atera,Basque,VERB,126,no,-4.0057,3.6982,-1.6121,0.1649,0.5929,0.4906,5,4,3,2,Out
441,1675,hala,Basque,ADV,127,no,-4.6046,-2.9397,-1.1383,0.1393,0.388,0.5173,5,4,3,2,so
274,769,hainbat,Basque,DET,128,no,6.2561,-0.2781,-0.6368,0.6037,0.4702,0.5456,1,1,1,1,various
397,1318,haren,Basque,DET,129,no,8.4764,-0.6531,-3.1505,0.6986,0.4586,0.4038,1,1,1,1,of him
183,426,nuen,Basque,AUX,130,no,-3.969,-1.5949,-1.0427,0.1665,0.4295,0.5227,5,4,3,2,I had
150,340,azaldu,Basque,VERB,131,no,-1.2508,3.2143,-0.9403,0.2827,0.578,0.5285,5,4,3,2,explain
265,722,gertatu,Basque,VERB,132,no,-4.46,2.5271,-0.9018,0.1455,0.5568,0.5307,5,4,3,2,happened
20,43,nik,Basque,PRON,133,no,-5.7665,-3.5424,0.3184,0.0896,0.3694,0.5995,4,4,3,2,I
52,2158,erabiltzen,Basque,VERB,135,no,-1.3245,2.2909,-0.7197,0.2795,0.5495,0.5409,5,4,3,2,using
311,909,egoera,Basque,NOUN,136,no,-3.396,0.4042,4.3343,0.191,0.4912,0.8261,5,4,3,2,the situation
4,9,bestalde,Basque,CCONJ,137,no,-2.0865,-1.1648,-1.1216,0.2469,0.4428,0.5183,5,4,3,2,on the other hand
161,374,jokatuko,Basque,VERB,138,no,-4.1029,2.0519,-0.8259,0.1607,0.5421,0.5349,5,4,3,2,will play
78,2235,egindako,Basque,VERB,139,no,-1.0194,2.6114,3.2407,0.2926,0.5594,0.7644,2,2,1,1,done
318,2992,honek,Basque,DET,142,no,-2.6664,-1.1853,2.0298,0.2222,0.4422,0.6961,5,4,3,2,this
36,2129,aurkeztu,Basque,VERB,143,no,-5.1201,0.708,-1.314,0.1172,0.5006,0.5074,5,4,3,2,present
221,558,berak,Basque,DET,144,no,3.1516,-0.5699,-0.2438,0.4709,0.4612,0.5678,2,2,1,1,he
308,897,azkenean,Basque,ADV,145,no,-3.9279,-1.2916,-0.7426,0.1682,0.4389,0.5396,5,4,3,2,in the end
253,676,bai,Basque,PART,146,no,-1.6767,-1.6543,-0.5379,0.2645,0.4277,0.5512,5,4,3,2,yes
243,639,hura,Basque,DET,147,no,8.0853,-0.5217,-2.668,0.6819,0.4626,0.431,1,1,1,1,him
93,222,bera,Basque,DET,148,no,-4.0334,-2.5483,1.8384,0.1637,0.4001,0.6853,4,4,3,2,the same
31,2118,urteko,Basque,NOUN,149,no,9.6661,1.9054,1.9076,0.7495,0.5376,0.6892,1,1,1,1,of the year
46,100,zioten,Basque,AUX,150,no,-5.2699,-2.9146,-0.9927,0.1108,0.3888,0.5255,5,4,3,2,they said
15,31,zuen,Basque,VERB,151,no,-2.6669,4.3551,-4.4934,0.2221,0.6132,0.328,3,3,2,2,yours
332,1010,zuen,Basque,VERB,151,no,-2.5386,1.9932,-0.1199,0.2276,0.5403,0.5748,5,4,3,2,yours
158,361,duen,Basque,VERB,152,no,-4.2466,-1.0964,-0.663,0.1546,0.4449,0.5441,5,4,3,2,has
246,647,duen,Basque,VERB,152,no,2.6572,1.4522,0.5519,0.4498,0.5236,0.6127,2,2,1,1,has
463,1816,daiteke,Basque,AUX,153,no,-3.3277,-4.0374,-0.505,0.1939,0.3541,0.5531,4,4,3,2,can
479,1955,dela,Basque,VERB,154,no,-2.7367,0.5074,-1.3059,0.2191,0.4944,0.5079,5,4,3,2,whether
124,280,dela,Basque,VERB,154,no,-4.3236,1.1921,-0.1057,0.1513,0.5155,0.5756,5,4,3,2,whether
327,989,taldea,Basque,NOUN,155,no,-2.4134,1.7218,4.3711,0.233,0.5319,0.8282,5,4,3,2,the team
381,1246,partidua,Basque,NOUN,157,no,-1.0985,0.6253,1.2572,0.2892,0.498,0.6525,2,2,1,1,the match
383,3303,egon,Basque,VERB,158,no,-5.0333,3.6275,0.5591,0.1209,0.5907,0.6131,5,4,3,2,to be
132,289,bost,Basque,NUM,159,no,7.4038,2.6206,2.2338,0.6527,0.5596,0.7076,1,1,1,1,five
401,1354,izena,Basque,NOUN,160,no,-3.5636,-1.1654,1.0645,0.1838,0.4428,0.6416,5,4,3,2,name
395,1314,bada,Basque,AUX,161,no,-4.3096,-1.9813,1.506,0.1519,0.4176,0.6665,5,4,3,2,if
491,2039,dago,Basque,AUX,162,no,-2.593,0.1427,0.377,0.2253,0.4832,0.6028,5,4,3,2,there is
83,200,dago,Basque,AUX,162,no,-3.8361,2.4478,2.1546,0.1721,0.5543,0.7031,5,4,3,2,there is
393,1298,diote,Basque,AUX,163,no,-3.0401,-2.4673,-2.0903,0.2062,0.4026,0.4636,5,4,3,2,they say
194,488,ongi,Basque,ADV,164,no,3.8384,3.4343,3.5373,0.5003,0.5848,0.7812,2,2,1,1,ok
375,3264,zaio,Basque,AUX,165,no,3.2039,-1.7474,-2.1165,0.4732,0.4248,0.4621,2,2,1,1,to him
406,1370,zenbait,Basque,DET,166,no,8.4623,0.6072,0.2784,0.698,0.4975,0.5973,1,1,1,1,some
263,2753,alderdi,Basque,NOUN,167,no,-1.4602,0.6296,3.3875,0.2737,0.4982,0.7727,2,2,1,1,party
173,408,geratu,Basque,VERB,168,no,-2.1917,2.884,1.5814,0.2424,0.5678,0.6708,5,4,3,2,stay
366,1178,berriro,Basque,ADV,169,no,2.0348,-1.0759,-3.0741,0.4232,0.4455,0.4081,2,2,1,1,again
432,1563,gauza,Basque,NOUN,170,no,1.3337,1.69,-1.2057,0.3932,0.5309,0.5135,5,4,3,2,thing
198,2547,zirela,Basque,AUX,171,no,-5.0942,-4.9821,-2.1085,0.1183,0.325,0.4626,4,4,3,2,they were
3,2056,helburu,Basque,NOUN,172,no,-1.0,1.5537,2.1545,0.2934,0.5267,0.7031,2,2,1,1,target
94,226,guztia,Basque,DET,173,no,3.707,1.5792,1.4072,0.4947,0.5275,0.661,2,2,1,1,all
326,983,maila,Basque,NOUN,174,no,1.5431,4.1377,3.4288,0.4021,0.6065,0.775,2,2,1,1,level
136,299,honen,Basque,DET,175,no,8.3386,1.0874,-0.2176,0.6927,0.5123,0.5693,1,1,1,1,of this
139,306,onena,Basque,ADJ,176,no,2.7088,-0.3437,1.6704,0.452,0.4681,0.6758,2,2,1,1,the best
6,2061,dio,Basque,VERB,177,no,-3.6215,0.1428,0.8902,0.1813,0.4832,0.6318,5,4,3,2,he says
232,599,dio,Basque,VERB,177,no,1.0186,0.2149,-0.5813,0.3797,0.4854,0.5487,2,2,1,1,he says
447,1715,onartu,Basque,VERB,178,no,-2.6183,0.8615,0.1606,0.2242,0.5053,0.5906,5,4,3,2,accepted
32,72,esaten,Basque,VERB,179,no,-2.9823,1.4566,0.8183,0.2086,0.5237,0.6277,5,4,3,2,saying
358,1120,zuenez,Basque,AUX,180,no,2.2125,-1.4543,-3.0593,0.4308,0.4339,0.4089,2,2,1,1,as he
154,2397,nagusia,Basque,ADJ,181,no,8.1317,-1.1066,-1.8024,0.6839,0.4446,0.4798,1,1,1,1,the main
133,2339,han,Basque,ADV,182,no,0.4367,-0.6184,-2.3563,0.3548,0.4597,0.4486,2,2,1,1,there
97,230,genuen,Basque,AUX,183,no,-1.8348,-1.9934,-0.9338,0.2577,0.4172,0.5289,5,4,3,2,we had
377,1228,ostean,Basque,NOUN,184,no,-2.3059,-1.2673,-1.198,0.2376,0.4396,0.514,5,4,3,2,after
220,555,eraman,Basque,VERB,185,no,-0.3246,1.9396,-0.1896,0.3223,0.5386,0.5709,5,4,3,2,carry
106,248,garaipena,Basque,NOUN,186,no,-3.4404,-0.1814,3.3285,0.1891,0.4731,0.7694,5,4,3,2,victory
480,1959,beren,Basque,DET,187,no,9.2015,0.4147,0.2674,0.7296,0.4916,0.5966,1,1,1,1,their
481,1961,datorren,Basque,VERB,188,no,6.8826,1.2123,0.8312,0.6305,0.5162,0.6285,1,1,1,1,coming
55,123,gertatzen,Basque,VERB,189,no,0.1603,2.3041,0.0169,0.343,0.5499,0.5825,5,4,3,2,happening
235,607,sei,Basque,NUM,190,no,9.0886,0.3441,-1.2467,0.7248,0.4894,0.5112,1,1,1,1,six
320,961,aldaketa,Basque,NOUN,191,no,-0.7052,1.4688,2.7366,0.306,0.5241,0.736,2,2,1,1,the change
301,876,hirugarren,Basque,NUM,192,no,-1.6111,-1.1094,2.257,0.2673,0.4445,0.7089,5,4,3,2,third
86,2253,sortu,Basque,VERB,193,no,-2.4223,0.573,0.6701,0.2326,0.4964,0.6194,5,4,3,2,create
5,11,herri,Basque,NOUN,194,no,0.2374,2.0281,3.1179,0.3463,0.5413,0.7575,2,2,1,1,village
10,19,estatu,Basque,NOUN,195,no,-2.7423,-0.5352,5.1422,0.2189,0.4622,0.8717,5,4,3,2,state
434,1583,duzu,Basque,AUX,196,no,-2.7483,-1.7313,-0.0033,0.2186,0.4253,0.5814,5,4,3,2,you have
242,635,helburua,Basque,NOUN,197,no,2.9814,1.3914,0.8855,0.4636,0.5217,0.6315,2,2,1,1,goal
192,487,agertu,Basque,VERB,198,no,-6.3306,-1.9758,-2.3784,0.0655,0.4178,0.4473,5,4,3,2,Appear
60,140,erabaki,Basque,VERB,199,no,-3.6148,0.2877,-0.6852,0.1816,0.4876,0.5429,5,4,3,2,decide
468,1883,bezala,Basque,ADV,200,no,-1.7048,-2.0537,-1.0679,0.2633,0.4154,0.5213,5,4,3,2,like
251,668,denbora,Basque,NOUN,202,no,-4.8843,-1.5273,1.7125,0.1273,0.4316,0.6782,5,4,3,2,the time
103,2290,zein,Basque,DET,203,no,3.2938,0.0406,-0.032,0.477,0.48,0.5797,2,2,1,1,which
71,177,azpimarratu,Basque,VERB,204,no,-1.1487,1.3638,-0.1716,0.287,0.5208,0.5719,5,4,3,2,emphasize
280,784,zuela,Basque,AUX,205,no,1.2659,-2.4256,-4.1131,0.3903,0.4039,0.3494,2,2,1,1,he had
467,1868,aurretik,Basque,NOUN,206,no,-2.1396,-1.6622,0.1844,0.2447,0.4274,0.592,5,4,3,2,before
439,3707,erakutsi,Basque,VERB,207,no,-3.7161,1.2232,-0.6334,0.1773,0.5165,0.5458,5,4,3,2,show
415,1427,dena,Basque,DET,208,no,-4.0149,-5.1616,-2.9411,0.1645,0.3194,0.4156,4,4,3,2,everything
307,894,asko,Basque,ADV,209,no,1.666,-0.1477,-1.2476,0.4074,0.4742,0.5111,2,2,1,1,a lot
167,2440,asko,Basque,ADV,209,no,4.1736,0.617,-0.2419,0.5146,0.4978,0.5679,1,1,1,1,a lot
48,101,jaso,Basque,VERB,210,no,-1.2551,1.9173,-1.4284,0.2825,0.5379,0.5009,5,4,3,2,received
324,3022,agertzen,Basque,VERB,211,no,-3.9561,-1.1805,-0.0779,0.167,0.4423,0.5772,5,4,3,2,appearing
169,395,sartzen,Basque,VERB,212,no,-5.3293,-1.3185,-0.2478,0.1083,0.4381,0.5676,5,4,3,2,entering
114,270,hartuko,Basque,VERB,213,no,-2.3269,0.1957,-0.2768,0.2367,0.4848,0.5659,5,4,3,2,will take
486,1973,nintzen,Basque,AUX,215,no,0.7026,-2.5746,-3.1,0.3662,0.3993,0.4066,2,2,1,1,i was
219,553,batekin,Basque,NUM,216,no,6.7684,0.1085,-0.1376,0.6256,0.4821,0.5738,1,1,1,1,with a
411,1412,dagoen,Basque,VERB,217,no,8.8808,1.7197,0.955,0.7159,0.5318,0.6354,1,1,1,1,is there
123,278,zaila,Basque,ADJ,218,no,-3.8869,-2.591,-0.917,0.17,0.3988,0.5298,5,4,3,2,difficult
13,2073,hemen,Basque,ADV,219,no,-6.8955,-3.9925,0.6041,0.0413,0.3555,0.6156,4,4,3,2,here
140,311,ariko,Basque,VERB,220,no,-2.4735,-0.3,-0.0863,0.2304,0.4695,0.5767,5,4,3,2,will
426,1536,hurrengo,Basque,ADJ,221,no,9.7911,-3.2449,-3.4718,0.7548,0.3786,0.3856,1,1,1,1,next
283,2855,horren,Basque,DET,222,no,-4.6596,-5.1986,4.8924,0.1369,0.3183,0.8576,4,4,3,2,of that
292,858,duela,Basque,VERB,223,no,-1.403,0.6083,-1.0377,0.2762,0.4975,0.523,5,4,3,2,ago
115,271,duela,Basque,VERB,223,no,-2.2917,-0.78,-1.3392,0.2382,0.4547,0.506,5,4,3,2,ago
466,1849,bakarrik,Basque,ADV,224,no,-3.7258,-2.7711,0.039,0.1769,0.3932,0.5838,4,4,3,2,alone
38,84,espero,Basque,NOUN,225,no,0.8462,-3.7794,-4.0322,0.3723,0.3621,0.354,2,2,1,1,expect
109,2304,ahal,Basque,NOUN,226,no,-5.1632,-7.496,-0.3625,0.1154,0.2474,0.5611,4,4,3,2,can
257,2735,taldean,Basque,NOUN,227,no,-0.1214,1.6006,2.0253,0.331,0.5282,0.6958,2,2,1,1,in the group
111,2309,ikusten,Basque,VERB,228,no,-2.721,2.0454,-0.3236,0.2198,0.5419,0.5633,5,4,3,2,seeing
465,1837,garbi,Basque,ADV,229,no,2.668,-0.2233,-1.9665,0.4502,0.4719,0.4706,2,2,1,1,clear
313,912,horri,Basque,DET,230,no,0.9052,-1.135,1.8876,0.3749,0.4437,0.6881,2,2,1,1,to that
54,4218,zerbait,Basque,PRON,231,no,2.9652,3.1451,3.4877,0.463,0.5758,0.7784,2,2,1,1,something
254,681,ibili,Basque,VERB,232,no,-3.1707,2.9541,0.5852,0.2006,0.5699,0.6146,5,4,3,2,walk
59,131,amaitu,Basque,VERB,233,no,-2.6393,0.2492,-0.186,0.2233,0.4864,0.5711,5,4,3,2,finished
64,149,zen,Basque,VERB,234,no,-3.2721,0.697,1.5514,0.1962,0.5003,0.6691,5,4,3,2,was
27,64,zen,Basque,VERB,234,no,-3.0608,5.068,-3.3248,0.2053,0.6352,0.3939,3,3,2,2,was
396,3364,atxilotu,Basque,VERB,235,no,-2.8329,1.8675,0.1765,0.215,0.5364,0.5915,5,4,3,2,arrested
295,2914,izandako,Basque,VERB,236,no,8.4505,-0.2849,-1.0973,0.6975,0.47,0.5196,1,1,1,1,been
